Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_028_RNA_A_S17_ksize_15	396	91302	0.00431852	0.153419	11	0.0277778
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_029_RNA_A_S18_ksize_15	993	109465	0.00898984	0.129918	21	0.021148
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_030_RNA_A_S7_ksize_15	360	96303	0.00372428	0.158176	16	0.0444444
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_031_RNA_A_S19_ksize_15	551	92124	0.00594551	0.143158	17	0.030853
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_032_RNA_A_S7_ksize_15	940	90951	0.0102295	0.125791	17	0.0180851
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_033_RNA_A_S8_ksize_15	246	92771	0.00264468	0.169184	7	0.0284553
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_034_RNA_A_S19_ksize_15	243	92965	0.00260707	0.169645	7	0.0288066
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_035_RNA_A_S20_ksize_15	289	92833	0.00310346	0.164038	9	0.0311419
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_036_RNA_A_S20_ksize_15	264	92647	0.00284143	0.166875	7	0.0265152
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_037_RNA_A_S21_ksize_15	770	87761	0.00869752	0.130975	16	0.0207792
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_038_RNA_A_S22_ksize_15	524	88872	0.00586156	0.143614	11	0.0209924
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_039_RNA_A_S9_ksize_15	243	85624	0.00282996	0.167006	7	0.0288066
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_040_RNA_A_S21_ksize_15	240	84709	0.00282522	0.167059	8	0.0333333
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_041_RNA_A_S10_ksize_15	852	89664	0.0094127	0.128449	17	0.0199531
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_042_RNA_A_S23_ksize_15	252	86476	0.00290564	0.166157	7	0.0277778
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_043_RNA_A_S24_ksize_15	938	89675	0.0103517	0.125411	13	0.0138593
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_044_RNA_A_S25_ksize_15	397	89501	0.00441612	0.152702	16	0.0403023
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_045_RNA_A_S2_ksize_15	1679	93169	0.017702	0.108338	20	0.0119119
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_046_RNA_A_S3_ksize_15	330	94726	0.00347164	0.160434	9	0.0272727
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_047_RNA_A_S4_ksize_15	796	95632	0.00825486	0.132646	19	0.0238693
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_048_RNA_A_S5_ksize_15	869	87293	0.00985685	0.126976	13	0.0149597
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_049_RNA_A_S6_ksize_15	708	93227	0.00753713	0.135557	9	0.0127119
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_050_RNA_A_S23_ksize_15	859	87732	0.00969624	0.127501	18	0.0209546
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_051_RNA_A_S8_ksize_15	247	99628	0.00247309	0.171342	8	0.0323887
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_052_RNA_A_S7_ksize_15	399	85936	0.00462153	0.151242	8	0.0200501
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_053_RNA_A_S8_ksize_15	257	86381	0.00296637	0.165491	9	0.0350195
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_054_RNA_A_S11_ksize_15	433	86964	0.0049544	0.149009	15	0.034642
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_055_RNA_A_S9_ksize_15	241	85142	0.00282258	0.16709	7	0.0290456
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_056_RNA_A_S10_ksize_15	249	88277	0.00281273	0.167202	8	0.0321285
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_057_RNA_A_S11_ksize_15	798	92545	0.00854911	0.131526	21	0.0263158
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_058_RNA_A_S9_ksize_15	927	94614	0.00970264	0.12748	10	0.0107875
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_059_RNA_A_S10_ksize_15	1077	105682	0.0100881	0.126235	23	0.0213556
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_060_RNA_A_S12_ksize_15	300	87800	0.00340522	0.161055	7	0.0233333
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_water1_S11_ksize_15	1607	74246	0.0211857	0.102653	2	0.00124456
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_water2_S24_ksize_15	29297	57696	0.336774	0.0221114	8	0.000273065
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_water3_Qiagen_S26_ksize_15	9644	86358	0.100456	0.0548584	13	0.00134799
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_water4_Zymo_S27_ksize_15	39223	52363	0.428264	0.0164944	11	0.000280448
CMS_002_Water2_Rb_S139_L004_ksize_15	CMS_water5_RNA_A_S12_ksize_15	14246	62966	0.184505	0.0376212	4	0.000280781
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_002_Water4_Rb_S163_L004_ksize_15	37551	66545	0.360734	0.0204674	38	0.00101196
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_002_Water5_Rb_S175_L004_ksize_15	41614	71830	0.366824	0.0200715	15	0.000360456
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_002_Water6_Rb_S187_L004_ksize_15	24493	45159	0.351648	0.0210742	5	0.00020414
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_002_Water7_Rb_S199_L004_ksize_15	39083	55371	0.413778	0.0172756	16	0.000409385
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_002_Water8_Rb_S11_L004_ksize_15	7371	57219	0.11412	0.0511427	2	0.000271334
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_003_RNA_A_S2_ksize_15	375	84467	0.00441998	0.152674	4	0.0106667
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_004_RNA_A_S2_ksize_15	314	76962	0.00406336	0.155376	7	0.022293
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_005_RNA_A_S3_ksize_15	199	88847	0.0022348	0.174603	3	0.0150754
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_006_RNA_A_S5_ksize_15	245	77903	0.00313508	0.163712	3	0.0122449
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_007_RNA_A_S12_ksize_15	197	74950	0.00262153	0.169467	3	0.0152284
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_008_RNA_A_S3_ksize_15	199	76372	0.0025989	0.169746	4	0.0201005
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_009_RNA_A_S13_ksize_15	498	91488	0.00541387	0.146163	11	0.0220884
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_010_RNA_A_S1_ksize_15	320	73009	0.00436389	0.153084	4	0.0125
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_011_RNA_A_S4_ksize_15	674	84832	0.00788249	0.134123	5	0.0074184
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_012_RNA_A_S4_ksize_15	347	83669	0.00413017	0.154852	4	0.0115274
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_013_RNA_A_S5_ksize_15	230	81025	0.0028306	0.166998	3	0.0130435
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_014_RNA_A_S5_ksize_15	214	79926	0.00267033	0.168873	4	0.0186916
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_015_RNA_A_S13_ksize_15	197	74045	0.00265348	0.169077	3	0.0152284
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_016_RNA_A_S6_ksize_15	265	82414	0.00320517	0.163001	4	0.0150943
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_017_RNA_A_S6_ksize_15	197	75583	0.00259963	0.169737	3	0.0152284
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_018_RNA_A_S14_ksize_15	222	80150	0.00276216	0.167786	5	0.0225225
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_019_RNA_A_S14_ksize_15	197	73984	0.00265567	0.16905	3	0.0152284
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_020_RNA_A_S15_ksize_15	471	87180	0.00537358	0.146402	4	0.00849257
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_021_RNA_A_S16_ksize_15	200	78043	0.00255614	0.170279	3	0.015
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_022_RNA_A_S6_ksize_15	216	80840	0.00266482	0.16894	4	0.0185185
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_023_RNA_A_S17_ksize_15	233	75637	0.00307104	0.164376	4	0.0171674
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_024_RNA_A_S15_ksize_15	196	81409	0.00240181	0.172283	3	0.0153061
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_025_RNA_A_S7_ksize_15	197	76856	0.00255668	0.170273	3	0.0152284
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_026_RNA_A_S18_ksize_15	199	74405	0.00266742	0.168908	3	0.0150754
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_027_RNA_A_S16_ksize_15	401	81324	0.0049067	0.149319	8	0.0199501
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_028_RNA_A_S17_ksize_15	314	79161	0.00395093	0.156277	10	0.0318471
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_029_RNA_A_S18_ksize_15	467	98212	0.00473252	0.15048	12	0.0256959
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_030_RNA_A_S7_ksize_15	295	84128	0.00349431	0.160225	12	0.040678
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_031_RNA_A_S19_ksize_15	332	80257	0.00411967	0.154934	5	0.0150602
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_032_RNA_A_S7_ksize_15	430	79666	0.00536856	0.146432	10	0.0232558
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_033_RNA_A_S8_ksize_15	200	80558	0.00247653	0.171297	3	0.015
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_034_RNA_A_S19_ksize_15	197	80752	0.00243363	0.17186	3	0.0152284
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_035_RNA_A_S20_ksize_15	197	80712	0.00243483	0.171844	4	0.0203046
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_036_RNA_A_S20_ksize_15	218	80434	0.00270297	0.168482	3	0.0137615
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_037_RNA_A_S21_ksize_15	388	76220	0.00506474	0.148302	10	0.0257732
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_038_RNA_A_S22_ksize_15	358	76899	0.00463388	0.151156	5	0.0139665
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_039_RNA_A_S9_ksize_15	196	73413	0.00266272	0.168965	3	0.0153061
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_040_RNA_A_S21_ksize_15	196	72492	0.00269646	0.16856	3	0.0153061
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_041_RNA_A_S10_ksize_15	508	78047	0.00646681	0.140464	15	0.0295276
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_042_RNA_A_S23_ksize_15	198	74279	0.00265854	0.169016	3	0.0151515
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_043_RNA_A_S24_ksize_15	470	78306	0.00596628	0.143046	9	0.0191489
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_044_RNA_A_S25_ksize_15	327	77336	0.0042105	0.154233	11	0.0336391
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_045_RNA_A_S2_ksize_15	1499	81224	0.0181207	0.107597	14	0.00933956
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_046_RNA_A_S3_ksize_15	262	82557	0.00316353	0.163422	4	0.0152672
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_047_RNA_A_S4_ksize_15	603	83713	0.00715167	0.137238	20	0.0331675
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_048_RNA_A_S5_ksize_15	569	75588	0.00747141	0.135838	10	0.0175747
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_049_RNA_A_S6_ksize_15	360	81618	0.00439142	0.152882	4	0.0111111
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_050_RNA_A_S23_ksize_15	575	75995	0.00750947	0.135675	17	0.0295652
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_051_RNA_A_S8_ksize_15	198	87421	0.00225978	0.174245	4	0.020202
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_052_RNA_A_S7_ksize_15	251	73927	0.00338375	0.161258	4	0.0159363
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_053_RNA_A_S8_ksize_15	204	74182	0.00274245	0.168016	4	0.0196078
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_054_RNA_A_S11_ksize_15	358	74809	0.00476273	0.150275	12	0.0335196
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_055_RNA_A_S9_ksize_15	197	72925	0.00269413	0.168588	3	0.0152284
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_056_RNA_A_S10_ksize_15	204	76062	0.00267485	0.168819	4	0.0196078
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_057_RNA_A_S11_ksize_15	616	80604	0.00758434	0.135357	18	0.0292208
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_058_RNA_A_S9_ksize_15	451	83261	0.00538752	0.146319	3	0.00665188
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_059_RNA_A_S10_ksize_15	693	94145	0.0073072	0.136549	18	0.025974
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_060_RNA_A_S12_ksize_15	224	75647	0.00295238	0.165643	3	0.0133929
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_water1_S11_ksize_15	1607	61941	0.025288	0.0970727	1	0.000622278
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_water2_S24_ksize_15	28675	46635	0.38076	0.0191959	4	0.000139494
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_water3_Qiagen_S26_ksize_15	9245	74851	0.109934	0.0522268	9	0.000973499
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_water4_Zymo_S27_ksize_15	37139	44226	0.456449	0.0150688	11	0.000296185
CMS_002_Water3_Rb_S151_L004_ksize_15	CMS_water5_RNA_A_S12_ksize_15	14226	50701	0.219108	0.0330053	3	0.000210881
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_002_Water5_Rb_S175_L004_ksize_15	41891	87571	0.323578	0.0230809	32	0.000763887
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_002_Water6_Rb_S187_L004_ksize_15	24438	61564	0.284156	0.0262963	20	0.000818398
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_002_Water7_Rb_S199_L004_ksize_15	38553	72726	0.346454	0.0214301	27	0.000700335
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_002_Water8_Rb_S11_L004_ksize_15	7644	72968	0.0948246	0.056554	4	0.000523286
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_003_RNA_A_S2_ksize_15	377	100758	0.00372769	0.158146	9	0.0238727
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_004_RNA_A_S2_ksize_15	373	93139	0.00398879	0.155971	9	0.0241287
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_005_RNA_A_S3_ksize_15	208	105124	0.00197471	0.178586	6	0.0288462
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_006_RNA_A_S5_ksize_15	225	94238	0.00238188	0.172551	9	0.04
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_007_RNA_A_S12_ksize_15	202	91235	0.00220917	0.174974	7	0.0346535
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_008_RNA_A_S3_ksize_15	201	92663	0.00216446	0.175632	7	0.0348259
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_009_RNA_A_S13_ksize_15	558	107663	0.00515612	0.147728	12	0.0215054
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_010_RNA_A_S1_ksize_15	319	89306	0.00355927	0.159632	7	0.0219436
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_011_RNA_A_S4_ksize_15	637	101201	0.00625503	0.141531	14	0.021978
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_012_RNA_A_S4_ksize_15	304	100050	0.00302928	0.164816	7	0.0230263
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_013_RNA_A_S5_ksize_15	203	97374	0.00208041	0.176907	7	0.0344828
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_014_RNA_A_S5_ksize_15	223	96203	0.00231265	0.173501	7	0.0313901
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_015_RNA_A_S13_ksize_15	202	90330	0.00223126	0.174654	8	0.039604
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_016_RNA_A_S6_ksize_15	251	98737	0.00253566	0.170538	8	0.0318725
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_017_RNA_A_S6_ksize_15	200	91872	0.00217221	0.175517	6	0.03
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_018_RNA_A_S14_ksize_15	207	96475	0.00214104	0.175982	8	0.0386473
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_019_RNA_A_S14_ksize_15	202	90269	0.00223276	0.174632	8	0.039604
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_020_RNA_A_S15_ksize_15	405	103607	0.00389378	0.156746	9	0.0222222
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_021_RNA_A_S16_ksize_15	206	94326	0.00217916	0.175414	8	0.038835
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_022_RNA_A_S6_ksize_15	250	97067	0.00256892	0.170119	8	0.032
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_023_RNA_A_S17_ksize_15	239	91920	0.00259334	0.169815	8	0.0334728
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_024_RNA_A_S15_ksize_15	199	97698	0.00203275	0.177653	6	0.0301508
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_025_RNA_A_S7_ksize_15	199	93147	0.00213185	0.176121	6	0.0301508
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_026_RNA_A_S18_ksize_15	208	90682	0.00228848	0.173839	7	0.0336538
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_027_RNA_A_S16_ksize_15	435	97551	0.00443941	0.152533	10	0.0229885
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_028_RNA_A_S17_ksize_15	329	95426	0.00343585	0.160767	10	0.0303951
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_029_RNA_A_S18_ksize_15	508	114425	0.00441997	0.152674	16	0.0314961
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_030_RNA_A_S7_ksize_15	353	100307	0.00350685	0.160109	12	0.0339943
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_031_RNA_A_S19_ksize_15	349	96518	0.00360288	0.159241	10	0.0286533
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_032_RNA_A_S7_ksize_15	482	95857	0.00500317	0.148694	16	0.033195
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_033_RNA_A_S8_ksize_15	202	96849	0.00208138	0.176892	6	0.029703
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_034_RNA_A_S19_ksize_15	200	97041	0.00205675	0.177275	6	0.03
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_035_RNA_A_S20_ksize_15	211	96979	0.00217101	0.175535	8	0.0379147
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_036_RNA_A_S20_ksize_15	220	96725	0.00226933	0.174109	6	0.0272727
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_037_RNA_A_S21_ksize_15	404	92483	0.00434937	0.153191	14	0.0346535
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_038_RNA_A_S22_ksize_15	291	93328	0.00310834	0.163988	15	0.0515464
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_039_RNA_A_S9_ksize_15	199	89702	0.00221355	0.17491	6	0.0301508
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_040_RNA_A_S21_ksize_15	200	88779	0.00224772	0.174417	7	0.035
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_041_RNA_A_S10_ksize_15	549	94260	0.00579059	0.144005	17	0.0309654
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_042_RNA_A_S23_ksize_15	201	90568	0.00221441	0.174898	6	0.0298507
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_043_RNA_A_S24_ksize_15	486	94569	0.00511283	0.147999	11	0.0226337
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_044_RNA_A_S25_ksize_15	362	93561	0.00385422	0.157074	13	0.0359116
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_045_RNA_A_S2_ksize_15	1575	97367	0.0159184	0.111707	16	0.0101587
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_046_RNA_A_S3_ksize_15	233	98910	0.00235014	0.172983	8	0.0343348
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_047_RNA_A_S4_ksize_15	691	99832	0.00687405	0.138507	17	0.024602
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_048_RNA_A_S5_ksize_15	647	91727	0.00700414	0.137906	17	0.0262751
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_049_RNA_A_S6_ksize_15	397	97839	0.00404129	0.155551	10	0.0251889
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_050_RNA_A_S23_ksize_15	571	92298	0.00614845	0.142082	18	0.0315236
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_051_RNA_A_S8_ksize_15	204	103704	0.00196328	0.178773	7	0.0343137
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_052_RNA_A_S7_ksize_15	245	90234	0.00270781	0.168425	8	0.0326531
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_053_RNA_A_S8_ksize_15	208	90469	0.00229386	0.173763	8	0.0384615
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_054_RNA_A_S11_ksize_15	402	91016	0.00439738	0.152838	14	0.0348259
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_055_RNA_A_S9_ksize_15	201	89212	0.002248	0.174413	6	0.0298507
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_056_RNA_A_S10_ksize_15	209	92347	0.00225809	0.174269	7	0.0334928
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_057_RNA_A_S11_ksize_15	757	96617	0.00777415	0.134566	23	0.0303831
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_058_RNA_A_S9_ksize_15	446	99566	0.00445946	0.152388	8	0.0179372
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_059_RNA_A_S10_ksize_15	764	110298	0.00687904	0.138483	19	0.0248691
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_060_RNA_A_S12_ksize_15	203	91984	0.00220205	0.175078	6	0.0295567
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_water1_S11_ksize_15	1605	78240	0.0201014	0.104314	1	0.000623053
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_water2_S24_ksize_15	28166	63948	0.305773	0.0244697	12	0.000426046
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_water3_Qiagen_S26_ksize_15	9296	91044	0.092645	0.0572398	11	0.0011833
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_water4_Zymo_S27_ksize_15	36964	60871	0.37782	0.0193772	16	0.000432854
CMS_002_Water4_Rb_S163_L004_ksize_15	CMS_water5_RNA_A_S12_ksize_15	14213	67022	0.174962	0.0390735	4	0.000281432
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_002_Water6_Rb_S187_L004_ksize_15	26588	70675	0.273362	0.0272733	7	0.000263277
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_002_Water7_Rb_S199_L004_ksize_15	44908	73427	0.379499	0.0192734	23	0.000512158
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_002_Water8_Rb_S11_L004_ksize_15	7809	86049	0.0832002	0.0604283	8	0.00102446
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_003_RNA_A_S2_ksize_15	1141	112641	0.0100279	0.126426	17	0.0148992
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_004_RNA_A_S2_ksize_15	1079	105138	0.0101584	0.126013	11	0.0101946
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_005_RNA_A_S3_ksize_15	633	117685	0.00534999	0.146544	11	0.0173776
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_006_RNA_A_S5_ksize_15	965	106169	0.00900741	0.129856	11	0.011399
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_007_RNA_A_S12_ksize_15	845	103360	0.00810902	0.133216	9	0.0106509
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_008_RNA_A_S3_ksize_15	641	105194	0.0060566	0.142564	12	0.0187207
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_009_RNA_A_S13_ksize_15	1182	119826	0.00976795	0.127265	25	0.0211506
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_010_RNA_A_S1_ksize_15	963	101429	0.00940503	0.128475	10	0.0103842
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_011_RNA_A_S4_ksize_15	2085	111716	0.0183215	0.107248	18	0.00863309
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_012_RNA_A_S4_ksize_15	906	112257	0.00800615	0.133625	15	0.0165563
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_013_RNA_A_S5_ksize_15	886	109419	0.00803227	0.133521	10	0.0112867
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_014_RNA_A_S5_ksize_15	650	108760	0.00594096	0.143183	13	0.02
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_015_RNA_A_S13_ksize_15	846	102453	0.00818982	0.132899	12	0.0141844
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_016_RNA_A_S6_ksize_15	852	110946	0.00762089	0.135203	13	0.0152582
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_017_RNA_A_S6_ksize_15	843	103997	0.00804082	0.133487	9	0.0106762
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_018_RNA_A_S14_ksize_15	863	108574	0.00788582	0.13411	12	0.013905
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_019_RNA_A_S14_ksize_15	844	102396	0.00817513	0.132957	11	0.0130332
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_020_RNA_A_S15_ksize_15	1413	115002	0.0121376	0.120334	11	0.00778486
CMS_002_Water5_Rb_S175_L004_ksize_15	CMS_021_RNA_A_S16_ksize_15	848	106453	0.007903	0.13404	11	0.0129717
