NewIDseqName,visual_genus,visual_species,ska_genus,ska_species,CMS002_053a_Rb_S7_L004,CMS_001_RNA_A_S1,CMS_002_10a_Rb_S119_L004,CMS_002_13a_Rb_S120_L004,CMS_002_16a_Rb_S121_L004,CMS_002_17a_Rb_S122_L004,CMS_002_17b_Rb_S123_L004,CMS_002_17c_Rb_S124_L004,CMS_002_17d_Rb_S125_L004,CMS_002_17e_Rb_S126_L004,CMS_002_18a_Rb_S128_L004,CMS_002_18b_Rb_S129_L004,CMS_002_19a_Rb_S130_L004,CMS_002_1a_Rb_S116_L004,CMS_002_20a_Rb_S131_L004,CMS_002_20b_Rb_S132_L004,CMS_002_20c_Rb_S133_L004,CMS_002_20d_Rb_S134_L004,CMS_002_20e_Rb_S135_L004,CMS_002_21a_Rb_S136_L004,CMS_002_22a_Rb_S137_L004,CMS_002_23a_Rb_S138_L004,CMS_002_25a_Rb_S140_L004,CMS_002_25b_Rb_S141_L004,CMS_002_25c_Rb_S142_L004,CMS_002_25d_Rb_S143_L004,CMS_002_25e_Rb_S144_L004,CMS_002_25f_Rb_S145_L004,CMS_002_26a_Rb_S146_L004,CMS_002_26b_Rb_S147_L004,CMS_002_26c_Rb_S148_L004,CMS_002_26d_Rb_S149_L004,CMS_002_26e_Rb_S150_L004,CMS_002_27a_Rb_S152_L004,CMS_002_27b_Rb_S153_L004,CMS_002_28a_Rb_S154_L004,CMS_002_28b_Rb_S155_L004,CMS_002_28c_Rb_S156_L004,CMS_002_28d_Rb_S157_L004,CMS_002_28e_Rb_S158_L004,CMS_002_29a_Rb_S159_L004,CMS_002_29b_Rb_S160_L004,CMS_002_29c_Rb_S161_L004,CMS_002_29d_Rb_S162_L004,CMS_002_29e_Rb_S164_L004,CMS_002_31a_Rb_S165_L004,CMS_002_32a_Rb_S166_L004,CMS_002_33a_Rb_S167_L004,CMS_002_34a_Rb_S168_L004,CMS_002_35a_Rb_S169_L004,CMS_002_36a_Rb_S170_L004,CMS_002_37a_Rb_S171_L004,CMS_002_38a_Rb_S172_L004,CMS_002_39a_Rb_S173_L004,CMS_002_40a_Rb_S174_L004,CMS_002_41a_Rb_S176_L004,CMS_002_42a_Rb_S177_L004,CMS_002_44a_Rb_S178_L004,CMS_002_44b_Rb_S179_L004,CMS_002_44c_Rb_S180_L004,CMS_002_44d_Rb_S181_L004,CMS_002_44e_Rb_S182_L004,CMS_002_45a_Rb_S183_L004,CMS_002_45b_Rb_S184_L004,CMS_002_45c_Rb_S185_L004,CMS_002_45d_Rb_S186_L004,CMS_002_45e_Rb_S188_L004,CMS_002_45f_Rb_S189_L004,CMS_002_45g_Rb_S190_L004,CMS_002_46a_Rb_S191_L004,CMS_002_46b_Rb_S192_L004,CMS_002_47a_Rb_S193_L004,CMS_002_47b_Rb_S194_L004,CMS_002_47c_Rb_S195_L004,CMS_002_47d_Rb_S196_L004,CMS_002_47e_Rb_S197_L004,CMS_002_47f_Rb_S198_L004,CMS_002_47g_Rb_S200_L004,CMS_002_47h_Rb_S1_L004,CMS_002_47i_Rb_S2_L004,CMS_002_47j_Rb_S3_L004,CMS_002_49a_Rb_S4_L004,CMS_002_4a_Rb_S117_L004,CMS_002_50a_Rb_S5_L004,CMS_002_51a_Rb_S6_L004,CMS_002_54a_Rb_S8_L004,CMS_002_56a_Rb_S9_L004,CMS_002_57a_Rb_S10_L004,CMS_002_7a_Rb_S118_L004,CMS_002_RNA_A_S1,CMS_003_RNA_A_S2,CMS_004_RNA_A_S2,CMS_005_RNA_A_S3,CMS_006_RNA_A_S5,CMS_007_RNA_A_S12,CMS_008_RNA_A_S3,CMS_009_RNA_A_S13,CMS_010_RNA_A_S1,CMS_011_RNA_A_S4,CMS_012_RNA_A_S4,CMS_013_RNA_A_S5,CMS_014_RNA_A_S5,CMS_015_RNA_A_S13,CMS_016_RNA_A_S6,CMS_017_RNA_A_S6,CMS_018_RNA_A_S14,CMS_019_RNA_A_S14,CMS_020_RNA_A_S15,CMS_021_RNA_A_S16,CMS_022_RNA_A_S6,CMS_023_RNA_A_S17,CMS_024_RNA_A_S15,CMS_025_RNA_A_S7,CMS_026_RNA_A_S18,CMS_027_RNA_A_S16,CMS_028_RNA_A_S17,CMS_029_RNA_A_S18,CMS_030_RNA_A_S7,CMS_031_RNA_A_S19,CMS_032_RNA_A_S7,CMS_033_RNA_A_S8,CMS_034_RNA_A_S19,CMS_035_RNA_A_S20,CMS_036_RNA_A_S20,CMS_037_RNA_A_S21,CMS_038_RNA_A_S22,CMS_039_RNA_A_S9,CMS_040_RNA_A_S21,CMS_041_RNA_A_S10,CMS_042_RNA_A_S23,CMS_043_RNA_A_S24,CMS_044_RNA_A_S25,CMS_045_RNA_A_S2,CMS_046_RNA_A_S3,CMS_047_RNA_A_S4,CMS_048_RNA_A_S5,CMS_049_RNA_A_S6,CMS_050_RNA_A_S23,CMS_051_RNA_A_S8,CMS_052_RNA_A_S7,CMS_053_RNA_A_S8,CMS_054_RNA_A_S11,CMS_055_RNA_A_S9,CMS_056_RNA_A_S10,CMS_057_RNA_A_S11,CMS_058_RNA_A_S9,CMS_059_RNA_A_S10,CMS_060_RNA_A_S12
CMS002_018a_Rb_S128_L004,Aedes,aegypti,Aedes,aegypti,0.00722369,0.00802455,0.00687623,0.00627262,0.000352402,0.0007920789999999999,0.00048220699999999996,0.000643205,0.0007121060000000001,0.0,0.0,0.000384025,0.000879679,0.00673887,0.00724802,0.00685558,0.00681019,0.00638978,0.00636219,0.00685558,0.00696111,0.00701839,0.000133815,0.000244588,0.000230947,0.00034626,0.00021893799999999998,0.000445931,0.00315824,0.00336304,0.0034001999999999995,0.00318365,0.00340854,0.006271100000000001,0.00679777,0.0070922,0.00745192,0.00688509,0.00746448,0.00682594,0.00577101,0.00593325,0.00636943,0.0062069,0.00622245,0.00636163,0.0066568,0.00634921,0.00662089,0.00685602,0.00632751,0.00657298,0.00565504,0.0066143999999999994,0.00657574,0.00684095,0.00616457,0.000468439,0.00039344300000000005,0.00046761800000000005,0.00010810799999999999,0.000525486,0.00353955,0.0027023000000000004,0.00348432,0.00347337,0.00336952,0.00343394,0.00326383,0.00629083,0.00664861,0.00700991,0.00701187,0.00730479,0.00720535,0.007475700000000001,0.0067535,0.007972100000000001,0.00681597,0.00675676,0.00722208,0.00766947,0.00675839,0.006553399999999999,0.00718219,0.0058906,0.00665845,0.00709555,0.0077656999999999995,0.0060030000000000005,0.00682012,0.00604078,0.00686356,0.00742068,0.00694637,0.00630252,0.00629564,0.00700389,0.00758132,0.00475842,0.00740174,0.00695176,0.00684064,0.00621917,0.00687285,0.00687023,0.00670795,0.00703491,0.00698254,0.00665472,0.00702282,0.00645886,0.00657586,0.00636798,0.00623229,0.00548589,0.00578035,0.00761723,0.00623475,0.00594796,0.00721154,0.00712928,0.00628212,0.00661278,0.00742448,0.00651139,0.006024100000000001,0.00669188,0.00642674,0.00646766,0.00591716,0.00584174,0.00744544,0.00624688,0.00661551,0.00715563,0.00722717,0.00684346,0.00663312,0.00672182,0.00660737,0.00620797,0.00717029,0.00710339,0.00713719,0.00699627,0.00775194,0.00666667
CMS002_018b_Rb_S129_L004,Aedes,aegypti,Aedes,aegypti,0.00700822,0.00860465,0.00676183,0.00630631,0.00049134,0.00056397,0.000312476,0.000596748,0.000456586,0.00023025599999999997,0.000384025,0.0,0.00181788,0.00717822,0.00774648,0.00732687,0.00798904,0.00648415,0.00724807,0.00768335,0.00700822,0.00775776,0.0,0.00021265299999999998,0.000111919,0.000312435,0.000207706,0.00022652599999999998,0.00358369,0.00376393,0.00348685,0.00390294,0.00386473,0.00641355,0.00706535,0.0075358000000000005,0.00782205,0.00732422,0.00792275,0.00721752,0.00584385,0.00655242,0.0066388,0.00643777,0.00604303,0.00606061,0.00627615,0.00664294,0.00710357,0.00682157,0.00535289,0.00743149,0.00612053,0.00612022,0.0063762,0.00581395,0.00614645,0.000463607,0.000359066,0.00035910900000000003,0.000105675,0.000457247,0.0041744,0.00291971,0.00337566,0.00440182,0.00357201,0.00308976,0.00331963,0.00705823,0.00759109,0.00675513,0.00632482,0.00756098,0.0070529,0.00720721,0.00753158,0.00767327,0.00714638,0.00725544,0.00696111,0.00785153,0.007090399999999999,0.00731769,0.00730295,0.00585121,0.00578273,0.00810612,0.007970699999999999,0.00591564,0.00805048,0.00636618,0.00782406,0.00796506,0.00691946,0.00697283,0.00665302,0.00715198,0.00769995,0.00597238,0.00821777,0.00900322,0.00699663,0.00815626,0.00715232,0.00661914,0.00733176,0.00726518,0.0072956,0.00673575,0.00722022,0.00677966,0.00707714,0.00778032,0.00620242,0.00548303,0.00597501,0.00815348,0.00665425,0.006024100000000001,0.00791491,0.00686611,0.00623229,0.00680603,0.00716662,0.0064741,0.00608211,0.00660161,0.00643335,0.00650651,0.00596421,0.00664011,0.00698985,0.00657562,0.006744,0.00763962,0.007400100000000001,0.00690052,0.00651314,0.00663306,0.00704777,0.00689831,0.00754422,0.00723473,0.00717894,0.00805496,0.00798358,0.00751151
CMS002_019a_Rb_S130_L004,Aedes,aegypti,Aedes,aegypti,0.00691629,0.00829187,0.00659564,0.00661157,0.0,0.0014842,0.00177605,0.00165659,0.00160162,0.000351165,0.000879679,0.00181788,0.0,0.00661117,0.00764951,0.00715137,0.00762477,0.0064347,0.00681551,0.00771569,0.00656136,0.0076055,0.000245248,0.000108885,0.000109146,0.00010367,0.000104428,0.000223689,0.00313234,0.0033049999999999998,0.00322878,0.00335121,0.00343232,0.00618079,0.00669477,0.00739042,0.00736377,0.00712356,0.00767897,0.00690506,0.0056444,0.00657562,0.00622045,0.00629083,0.00635163,0.00626819,0.00656406,0.00655817,0.00686228,0.00681663,0.00602544,0.00724299,0.00588512,0.00629958,0.00620292,0.00665188,0.00613333,0.0,0.00011919,0.000116184,0.000213538,0.000353315,0.0034499,0.00278435,0.00329118,0.00381558,0.00340832,0.00323415,0.00351818,0.00606827,0.00730847,0.00700314,0.00664137,0.00762002,0.00708323,0.00773595,0.00746454,0.00753012,0.00748316,0.007003499999999999,0.00699132,0.00732422,0.00642508,0.00685801,0.007003499999999999,0.00584958,0.00596158,0.00704739,0.00746105,0.00587334,0.00743007,0.0064119,0.00770878,0.00774994,0.00666296,0.00666984,0.00636456,0.0075266000000000005,0.00795031,0.0050439,0.00750712,0.0078125,0.00677083,0.00659921,0.00709034,0.00649351,0.00730689,0.00730498,0.00708861,0.00711275,0.00667351,0.00652297,0.00682353,0.00678204,0.00566572,0.00525486,0.00573457,0.00756651,0.00647075,0.00601353,0.00673821,0.00663065,0.00623583,0.0066388,0.00694444,0.00655903,0.00605755,0.00635654,0.00619195,0.00606214,0.00593472,0.00647773,0.00744476,0.0060423000000000004,0.00647773,0.00726706,0.00675169,0.00691045,0.00629811,0.00664187,0.00655136,0.00706067,0.00785752,0.0071598999999999986,0.00694444,0.00778399,0.00764951,0.00651387
CMS002_001a_Rb_S116_L004,Culex,quinquefasciatus,Culex,quinquefasciatus,0.00204559,0.00222717,0.0,0.000168364,0.00707662,0.00680768,0.00665845,0.00685938,0.00728277,0.00652647,0.00673887,0.00717822,0.00661117,0.0,0.00642398,0.0064301,0.00624133,0.00572139,0.00649195,0.00758653,0.00115003,0.00043280699999999995,0.00679163,0.00707362,0.00677541,0.00632318,0.00641184,0.00676555,0.00513919,0.00521187,0.00547405,0.00551823,0.00527821,0.00027178799999999997,0.000748379,0.00180018,0.00163472,0.00206551,0.00202576,0.00222982,0.00227111,0.00194436,0.00215115,0.00300259,0.00190024,0.00217391,0.00260983,0.00175541,0.00180696,0.0018846,0.00197719,0.00183099,0.00203636,0.00207009,0.00177962,0.00253165,0.0020961,0.00566524,0.00582776,0.00609013,0.00583554,0.0054615,0.00506377,0.00556258,0.00576037,0.00563587,0.00576448,0.00580169,0.00509639,0.0007772689999999999,0.00025906700000000003,0.00233816,0.00195727,0.00164228,0.00216316,0.00182371,0.00206368,0.00255639,0.00191289,0.00176809,0.00237494,0.000863878,0.000361239,0.000787579,0.00101947,0.000821982,0.00175413,0.00110412,0.00704545,0.00203507,0.00669402,0.00143048,0.00640752,0.00179506,0.0013947,0.00689655,0.00680272,0.00156421,0.00180045,0.00604297,0.00183993,0.00604752,0.00159033,0.00665336,0.00187999,0.0014730000000000001,0.00174133,0.00155521,0.00179856,0.00192061,0.00171473,0.00156196,0.00647637,0.00612053,0.00180636,0.00245499,0.00126167,0.00133274,0.00154613,0.00184928,0.00191402,0.00315729,0.00124755,0.00221992,0.00191052,0.00200803,0.00203698,0.00146039,0.000813743,0.00229533,0.00179695,0.00083316,0.0025358,0.00182482,0.002135,0.00265459,0.00164449,0.00193901,0.0030662,0.00178542,0.00174909,0.00087822,0.00156177,0.00145208,0.0020508,0.00232897,0.0015652,0.0062004
CMS002_020a_Rb_S131_L004,Culiseta,particeps,Culiseta,particeps,0.00712589,0.00741256,0.00649351,0.00700145,0.00731305,0.00733945,0.00716101,0.00709382,0.00759013,0.00791434,0.00724802,0.00774648,0.00764951,0.00642398,0.0,0.0,0.0,0.00032393900000000003,0.00019142400000000002,0.00205058,0.00672698,0.00754625,0.00651551,0.00699638,0.00706283,0.0072177,0.00718591,0.00750969,0.00743405,0.00745371,0.00743584,0.00726676,0.007133,0.00616371,0.00653911,0.00682261,0.00686228,0.00625903,0.00648571,0.00621266,0.00547071,0.00660308,0.00675676,0.00660066,0.00679074,0.00642857,0.00679447,0.00648104,0.0070922,0.00706456,0.00681763,0.00696217,0.00628171,0.00648415,0.00614222,0.0070593999999999995,0.00625652,0.00819142,0.00712531,0.00698487,0.00748984,0.00715563,0.00698355,0.00690476,0.00623539,0.00780326,0.00720721,0.00726817,0.00781053,0.00629388,0.00710262,0.00696948,0.00708681,0.00736377,0.00681431,0.007106100000000001,0.00668577,0.00639449,0.00717532,0.00716846,0.00680437,0.00685267,0.00665516,0.00613642,0.00726041,0.00674764,0.006413299999999999,0.00644084,0.00146391,0.00655407,0.000125156,0.00680272,0.00169252,0.00768468,0.00704607,0.000547121,0.0,0.00754907,0.00711482,0.00630572,0.00723553,0.0014245,0.0060347000000000005,0.00250258,0.00707071,0.00627353,0.00711925,0.007314,0.00731707,0.00678051,0.006526100000000001,0.00600109,0.00013541,0.00137321,0.005755,0.00622568,0.00604309,0.00703235,0.00664011,0.00641658,0.00659824,0.00707835,0.00556328,0.00683093,0.00676522,0.00660955,0.00686779,0.00524572,0.00688775,0.00632911,0.00652331,0.00582781,0.007327800000000001,0.00617132,0.00681163,0.00675676,0.00646707,0.00629964,0.00664224,0.00663435,0.00651303,0.00698429,0.00714286,0.00644662,0.00690008,0.00711172,0.00693001,0.00191235
CMS002_020b_Rb_S132_L004,Culiseta,particeps,Culiseta,particeps,0.00720461,0.00729761,0.00626355,0.006271100000000001,0.00676622,0.00690312,0.00689655,0.00680272,0.00716332,0.007554300000000001,0.00685558,0.00732687,0.00715137,0.0064301,0.0,0.0,0.000316356,0.00034823,0.00010197799999999999,0.00228695,0.00621261,0.00705596,0.00647333,0.00692898,0.00684095,0.00667143,0.00695277,0.00703883,0.00719942,0.00699807,0.00708873,0.00693117,0.00676329,0.00589681,0.00621118,0.00656296,0.00694611,0.0062439999999999996,0.00619638,0.006271100000000001,0.00550459,0.00612295,0.00649038,0.006413299999999999,0.00664792,0.0062515,0.00667821,0.00605473,0.00680437,0.00659663,0.00634456,0.00625,0.00576784,0.00630456,0.0056684,0.00679777,0.00600209,0.00773481,0.00710088,0.00682996,0.00732759,0.00735463,0.006453100000000001,0.00652647,0.00613497,0.00720461,0.00705329,0.00680444,0.00737351,0.00630609,0.00701161,0.00672915,0.00728408,0.00735474,0.00649351,0.00659502,0.00640721,0.00608569,0.00688836,0.00683093,0.00676014,0.00699469,0.00659019,0.00613642,0.00680272,0.00661157,0.00605327,0.0066778,0.00106109,0.00622975,0.0,0.00647088,0.0011564,0.007433100000000001,0.00707098,0.000564175,0.0,0.00682853,0.00706456,0.00541712,0.00692042,0.0011549000000000002,0.00596421,0.00194582,0.00680615,0.00628457,0.00646445,0.00728094,0.00660631,0.0068614999999999995,0.00637411,0.00606729,0.000701557,0.00106093,0.00643897,0.00648845,0.00603516,0.00727187,0.006335800000000001,0.00610948,0.00666825,0.00664137,0.00556948,0.00614402,0.00664697,0.00652647,0.00637255,0.00585447,0.00637755,0.0062954,0.00626808,0.0055336000000000005,0.00693756,0.00602555,0.00650364,0.00663554,0.00634249,0.00627729,0.00631769,0.00657562,0.00652774,0.00657574,0.00663065,0.00615069,0.00674449,0.00686342,0.00711009,0.00175691
CMS002_020c_Rb_S133_L004,Culiseta,particeps,Culiseta,particeps,0.00686028,0.00728988,0.00639507,0.00636642,0.006765899999999999,0.00695535,0.00675518,0.00706633,0.00725825,0.0078125,0.00681019,0.00798904,0.00762477,0.00624133,0.0,0.000316356,0.0,0.000553097,0.000387935,0.00172692,0.00626679,0.00695088,0.00643335,0.00704225,0.00757038,0.0070247,0.00722442,0.00688836,0.00749415,0.00738007,0.00751174,0.007495900000000001,0.00744359,0.00592839,0.00631727,0.00678521,0.00698649,0.00652985,0.00639708,0.00627469,0.00525855,0.00638902,0.00653595,0.00630205,0.00667656,0.00632763,0.00671946,0.00632467,0.00698649,0.00661195,0.00670659,0.00650662,0.00577101,0.00621404,0.00602549,0.00679634,0.00610066,0.00800692,0.0073046000000000005,0.00683995,0.0075188,0.00727438,0.00681618,0.00716846,0.00638638,0.00763359,0.00714286,0.00726453,0.007996,0.00638147,0.00751174,0.00686499,0.00740363,0.00732514,0.00702349,0.00712251,0.00646801,0.00633654,0.00710846,0.00691882,0.00698964,0.00708717,0.0062645,0.00622837,0.00689163,0.0067331000000000005,0.00636342,0.00639854,0.0010142,0.00635697,0.0,0.00646552,0.00122183,0.00765367,0.00715801,0.000684369,0.0,0.00733138,0.00689972,0.00609372,0.00722195,0.00136836,0.00647172,0.0022737,0.00705081,0.0063835,0.00702179,0.00734934,0.00715478,0.00639921,0.006241,0.00600273,0.00040203699999999995,0.00104353,0.00639066,0.00634196,0.00586435,0.00705156,0.00653766,0.006189,0.00651921,0.00656852,0.00546747,0.00644545,0.00678952,0.00654359,0.00669856,0.00581556,0.006591800000000001,0.00596741,0.00628784,0.00570687,0.00740741,0.005878199999999999,0.00682163,0.00666191,0.00638978,0.006228,0.00644607,0.00646605,0.00649507,0.00671302,0.00716846,0.00648056,0.006999999999999999,0.00755052,0.006721600000000001,0.00185071
CMS002_020d_Rb_S134_L004,Culiseta,particeps,Culiseta,particeps,0.00607238,0.00661469,0.00546584,0.00584647,0.00633505,0.00663507,0.0062201,0.00618312,0.00651073,0.00686228,0.00638978,0.00648415,0.0064347,0.00572139,0.00032393900000000003,0.00034823,0.000553097,0.0,0.0,0.00128821,0.00576646,0.00623753,0.00636943,0.00659731,0.0063788000000000004,0.00623202,0.00616698,0.00640552,0.00625451,0.00606796,0.00653911,0.005945300000000001,0.00648727,0.00570012,0.00571145,0.00584053,0.00598355,0.00572282,0.00575144,0.00645642,0.0049238,0.00583312,0.00596273,0.00595534,0.00564682,0.00580661,0.00624512,0.00556539,0.00640041,0.00585987,0.00589139,0.00617137,0.00600601,0.00588235,0.00532184,0.0063484,0.00565124,0.00716846,0.00645321,0.00637996,0.0067027,0.00724468,0.00540541,0.00612745,0.00563607,0.00646397,0.00653083,0.00610532,0.00680615,0.00581536,0.00571997,0.00599401,0.00603992,0.00628299,0.00602094,0.00616491,0.00571571,0.00557244,0.00575288,0.00624532,0.00595855,0.00583016,0.00559067,0.0053437,0.0060030000000000005,0.00557473,0.00563958,0.00570437,0.000910056,0.00596473,0.0,0.00585838,0.00102579,0.00623053,0.00652706,0.000271186,0.0,0.00632411,0.0060698,0.00530739,0.00651891,0.00118308,0.00580808,0.00196821,0.00609433,0.00601202,0.00596783,0.00615961,0.00593089,0.00633714,0.00588386,0.0058698,0.000410004,0.0009262119999999999,0.00597501,0.00585391,0.00530437,0.00577478,0.00638298,0.00556117,0.00583164,0.00598653,0.00548546,0.00593242,0.00636618,0.00572852,0.00593855,0.00550964,0.00572469,0.00554715,0.00564682,0.0055176,0.00648677,0.00572172,0.00634585,0.00621762,0.0055435,0.00602883,0.00611909,0.00600836,0.00620476,0.00546448,0.00591564,0.00567721,0.00631745,0.00571973,0.00534263,0.00163026
CMS002_020e_Rb_S135_L004,Culiseta,particeps,Culiseta,particeps,0.00677802,0.00663036,0.00636787,0.00648571,0.00654359,0.00677728,0.006836399999999999,0.00662252,0.00665874,0.00719258,0.00636219,0.00724807,0.00681551,0.00649195,0.00019142400000000002,0.00010197799999999999,0.000387935,0.0,0.0,0.00180282,0.00649351,0.00689485,0.00622568,0.00661765,0.00699638,0.00658669,0.00651617,0.00705081,0.0064194000000000005,0.00635893,0.00641178,0.00637243,0.0065086,0.005950899999999999,0.00632911,0.00664861,0.00644853,0.00573066,0.00619343,0.00622904,0.00527523,0.00619886,0.006773100000000001,0.00693117,0.00640697,0.00622456,0.00649675,0.00612295,0.00635541,0.00658537,0.00646445,0.00620547,0.00572792,0.00611247,0.00598659,0.00638821,0.00605741,0.007389699999999999,0.00682428,0.00645013,0.00690101,0.00700723,0.00601069,0.00618165,0.00578795,0.00653137,0.00676203,0.00625313,0.00699301,0.00587682,0.00689146,0.00650132,0.00716479,0.00686611,0.00651139,0.00639292,0.00622904,0.00619886,0.00674699,0.00653279,0.00658215,0.00662414,0.00636631,0.00626959,0.00738552,0.00645335,0.00582666,0.00625602,0.00118589,0.00605296,0.000259572,0.00635647,0.00115741,0.00702106,0.00648999,0.000545033,0.0,0.00656732,0.00654228,0.00554201,0.00676692,0.00128242,0.00577744,0.00240132,0.00711201,0.00602107,0.00636943,0.00717949,0.00693928,0.00595534,0.00626409,0.00596368,0.000548471,0.00122474,0.00603401,0.00623377,0.00568622,0.00660377,0.00591875,0.00627038,0.00612295,0.00657254,0.00564972,0.00639606,0.00634679,0.00618047,0.00653924,0.0055325,0.00611465,0.00617894,0.0064071,0.00557177,0.00750751,0.00587515,0.00645661,0.00656566,0.00595096,0.006256800000000001,0.006470999999999999,0.00663265,0.00628931,0.00627353,0.00667161,0.00621601,0.00667694,0.0066529,0.00673635,0.00176991
CMS002_021a_Rb_S136_L004,Culiseta,particeps,Culiseta,particeps,0.00752056,0.00762829,0.00673077,0.00731886,0.00714615,0.007151100000000001,0.00726506,0.00796813,0.00695572,0.00743494,0.00685558,0.00768335,0.00771569,0.00758653,0.00205058,0.00228695,0.00172692,0.00128821,0.00180282,0.0,0.00758446,0.00782918,0.00641849,0.00705768,0.00830565,0.00760369,0.00753828,0.00804924,0.00778486,0.00808369,0.00740918,0.00728897,0.00794764,0.00655022,0.00670819,0.00786651,0.00724807,0.00642704,0.00753118,0.00665241,0.00638249,0.00745192,0.00754717,0.00762477,0.00699126,0.00744834,0.00810811,0.00739857,0.0070303,0.00763359,0.00757761,0.0079033,0.00689,0.00700991,0.00743762,0.00726216,0.0063743,0.00837989,0.00707317,0.00768693,0.00808167,0.00726612,0.00729262,0.00717703,0.00607662,0.00776288,0.00692663,0.00696864,0.0075,0.00719068,0.00770342,0.00803213,0.00746077,0.00846638,0.00771456,0.0075006,0.00714456,0.00722543,0.00754539,0.00758833,0.008092199999999999,0.00647637,0.00715343,0.00618753,0.00751697,0.00672405,0.00627868,0.00708048,0.00167973,0.00669477,0.0,0.007199600000000001,0.00163755,0.00854701,0.00725611,0.000128551,0.0,0.00763171,0.00810489,0.00625944,0.00772875,0.00153075,0.00645321,0.00279642,0.00821918,0.0075,0.00720676,0.0084493,0.0085034,0.00673317,0.00755729,0.00660248,0.0,0.00148699,0.00607232,0.00697674,0.00722208,0.00718924,0.00630915,0.006827600000000001,0.00690476,0.00784221,0.00570962,0.006956100000000001,0.00683594,0.00673239,0.00658858,0.00548998,0.00703164,0.00683801,0.00780488,0.00578643,0.00833333,0.00636319,0.00697494,0.00773067,0.00781805,0.00655738,0.00727107,0.00755858,0.00688807,0.00696864,0.00762233,0.0070458,0.00735481,0.00842441,0.00713135,0.00181159
CMS002_022a_Rb_S137_L004,Culex,quinquefasciatus,Culex,quinquefasciatus,0.00188953,0.00192731,0.00012149200000000001,0.00010927799999999999,0.00678623,0.00647482,0.00662414,0.00700145,0.00633683,0.00631681,0.00696111,0.00700822,0.00656136,0.00115003,0.00672698,0.00621261,0.00626679,0.00576646,0.00649351,0.00758446,0.0,0.000332926,0.00668807,0.00719794,0.00660147,0.00629517,0.00639292,0.00658728,0.00540287,0.00530504,0.004954,0.00567761,0.00515102,0.0,0.0005489080000000001,0.00223647,0.00207254,0.00235849,0.00230249,0.00238806,0.00200717,0.00178811,0.00271506,0.00182226,0.00189544,0.00172315,0.00248611,0.0018614,0.00191882,0.00199544,0.0019697,0.0018279,0.00176991,0.00191064,0.00188844,0.00193251,0.00181249,0.00542189,0.00583279,0.00603136,0.00594302,0.00542005,0.00536913,0.0056973,0.00564653,0.00541605,0.00568182,0.00551326,0.00463269,0.000803951,0.000990971,0.00304171,0.00230187,0.00192593,0.00245512,0.0021059,0.00224014,0.00286576,0.00220653,0.00204022,0.00254377,0.000858896,0.00034694099999999997,0.000882501,0.0013285,0.000869565,0.0017331,0.000692841,0.00753045,0.0018865,0.00744522,0.00146092,0.00725389,0.00225836,0.00140203,0.00687367,0.00559227,0.00167453,0.00192735,0.0057971,0.00213512,0.00629063,0.00194521,0.00706336,0.00218443,0.00160617,0.00235183,0.00186047,0.00190896,0.00175103,0.00183655,0.00193424,0.00654053,0.00573526,0.00180897,0.0021364,0.00119016,0.0017062999999999998,0.00156522,0.00212379,0.00174698,0.0021449999999999998,0.00144222,0.00216575,0.00190174,0.00182704,0.00186625,0.00128346,0.00132466,0.00195636,0.00193568,0.00134571,0.00238699,0.00180045,0.00216019,0.00219024,0.00179937,0.00179501,0.0018924,0.00194489,0.00191388,0.00117971,0.00172414,0.00175944,0.00202461,0.00250383,0.00135572,0.00685093
CMS002_023a_Rb_S138_L004,Culex,quinquefasciatus,Culex,quinquefasciatus,0.00194117,0.00199373,0.000125094,0.00042238599999999996,0.00692384,0.00680603,0.00686106,0.00753341,0.00679416,0.00656455,0.00701839,0.00775776,0.0076055,0.00043280699999999995,0.00754625,0.00705596,0.00695088,0.00623753,0.00689485,0.00782918,0.000332926,0.0,0.00703654,0.00721278,0.00763942,0.0067301,0.00690165,0.00694981,0.00599377,0.00604449,0.00612295,0.00602107,0.00593824,0.000444939,0.0009481369999999999,0.00211066,0.00195754,0.00213382,0.00234295,0.00215318,0.00202752,0.00205822,0.0017530999999999998,0.00259977,0.00222934,0.00231582,0.00223514,0.00217865,0.00209393,0.00284532,0.0021225000000000003,0.00214316,0.00193712,0.00222651,0.00207838,0.00235121,0.00180298,0.00570244,0.00598418,0.0063835,0.00643892,0.00560781,0.00613915,0.00622045,0.00617631,0.00585223,0.00622126,0.00626305,0.00542864,0.000564908,0.000649491,0.00253656,0.00208768,0.00178731,0.00200741,0.00194903,0.00222222,0.00255102,0.00206398,0.00179399,0.00194582,0.00102087,0.0,0.000868702,0.0013852,0.000964453,0.00186889,0.00102506,0.00757228,0.00205469,0.00718954,0.00132371,0.00718641,0.00168016,0.00141293,0.00774806,0.00611865,0.00155448,0.00184388,0.00606197,0.00187091,0.00720524,0.00179387,0.00693667,0.00201613,0.0014849,0.00207337,0.00170463,0.00195371,0.00147638,0.00191601,0.00160228,0.00685435,0.00642245,0.00162543,0.00174409,0.00205076,0.00121139,0.00155387,0.00205068,0.00243309,0.00271113,0.00126835,0.00231515,0.00176339,0.00182788,0.00196672,0.00162925,0.000962348,0.00195754,0.00221566,0.0008894539999999999,0.00242204,0.00198686,0.00186599,0.00220577,0.00171206,0.0016269000000000001,0.00287544,0.00165344,0.00177134,0.00118671,0.00156397,0.00161525,0.00189663,0.00221729,0.00140817,0.00688807
