sample	sci_name	group
CMS001_029_Ra_S18	Corvus cornix cornix	Chordata
CMS002_032a_Rb_S166_L004	Acidianus hospitalis W1	Other
CMS002_033a_Rb_S167_L004	Acidianus hospitalis W1	Other
CMS001_009_Ra_S13	Pantoea phage LIMEzero	Viruses
CMS001_004_Ra_S2	Streptomyces qinglanensis	Bacteria
CMS001_014_Ra_S5	Arcobacter sp. L	Bacteria
CMS001_042_Ra_S23	Arcobacter sp. L	Bacteria
CMS001_009_Ra_S13	Salpingoeca rosetta	Eukaryota
CMS001_020_Ra_S15	Salpingoeca rosetta	Eukaryota
CMS001_025_Ra_S7	Salpingoeca rosetta	Eukaryota
CMS001_026_Ra_S18	Salpingoeca rosetta	Eukaryota
CMS001_027_Ra_S16	Salpingoeca rosetta	Eukaryota
CMS001_058_Ra_S9	Salpingoeca rosetta	Eukaryota
CMS002_021a_Rb_S136_L004	Salpingoeca rosetta	Eukaryota
CMS002_029a_Rb_S159_L004	Salpingoeca rosetta	Eukaryota
CMS002_034a_Rb_S168_L004	Salpingoeca rosetta	Eukaryota
CMS002_047a_Rb_S193_L004	Salpingoeca rosetta	Eukaryota
CMS002_047d_Rb_S196_L004	Salpingoeca rosetta	Eukaryota
CMS002_056a_Rb_S9_L004	Salpingoeca rosetta	Eukaryota
CMS002_047f_Rb_S198_L004	Candidatus Symbiobacter mobilis CR	Bacteria
CMS002_029d_Rb_S162_L004	Vavraia culicis subsp. floridensis	Eukaryota
CMS002_020a_Rb_S131_L004	Leuconostoc sp. C2	Bacteria
CMS001_012_Ra_S4	Lethenteron camtschaticum	Chordata
CMS001_054_Ra_S11	Brassiceae	Eukaryota
CMS001_001_Ra_S1	Morus notabilis	Eukaryota
CMS002_039a_Rb_S173_L004	Morus notabilis	Eukaryota
CMS002_047e_Rb_S197_L004	Morus notabilis	Eukaryota
CMS001_014_Ra_S5	Lacinutrix sp. 5H-3-7-4	Bacteria
CMS002_021a_Rb_S136_L004	Lacinutrix sp. 5H-3-7-4	Bacteria
CMS002_032a_Rb_S166_L004	Dokdonia sp. 4H-3-7-5	Bacteria
CMS001_009_Ra_S13	Suhomyces tanzawaensis NRRL Y-17324	Eukaryota
CMS001_026_Ra_S18	Leptosphaeria maculans JN3	Eukaryota
CMS001_016_Ra_S6	Acinetobacter sp. 12N1	Bacteria
CMS001_026_Ra_S18	Acinetobacter sp. 12N1	Bacteria
CMS001_003_Ra_S2	Nectonemertes cf. mirabilis HC-2011	Eukaryota
CMS002_020a_Rb_S131_L004	Nectonemertes cf. mirabilis HC-2011	Eukaryota
CMS002_020d_Rb_S134_L004	Nectonemertes cf. mirabilis HC-2011	Eukaryota
CMS002_020e_Rb_S135_L004	Nectonemertes cf. mirabilis HC-2011	Eukaryota
CMS002_047d_Rb_S196_L004	Riemerella anatipestifer RA-GD	Bacteria
CMS002_047e_Rb_S197_L004	Riemerella anatipestifer RA-GD	Bacteria
CMS002_053a_Rb_S7_L004	Polaribacter reichenbachii	Bacteria
CMS001_001_Ra_S1	Biddulphia tridens	Eukaryota
CMS001_036_Ra_S20	Edhazardia aedis USNM 41457	Eukaryota
CMS002_029d_Rb_S162_L004	Edhazardia aedis USNM 41457	Eukaryota
CMS002_040a_Rb_S174_L004	Edhazardia aedis USNM 41457	Eukaryota
CMS001_060_Ra_S12	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	Bacteria
CMS002_053a_Rb_S7_L004	Fusarium pseudograminearum CS3096	Eukaryota
CMS001_002_Ra_S1	Arcobacter mytili LMG 24559	Bacteria
CMS001_031_Ra_S19	Arcobacter mytili LMG 24559	Bacteria
CMS002_053a_Rb_S7_L004	Flavobacterium branchiophilum FL-15	Bacteria
CMS001_014_Ra_S5	Variovorax sp. HW608	Bacteria
CMS002_032a_Rb_S166_L004	Tilletiaria anomala UBC 951	Eukaryota
CMS001_020_Ra_S15	Wickerhamomyces ciferrii	Eukaryota
CMS002_053a_Rb_S7_L004	Trichoderma asperellum CBS 433.97	Eukaryota
CMS001_018_Ra_S14	Hirsutella minnesotensis 3608	Eukaryota
CMS002_027b_Rb_S153_L004	Tulasnella calospora MUT 4182	Eukaryota
CMS001_035_Ra_S20	Trypanosoma culicavium	Eukaryota
CMS002_047h_Rb_S1_L004	Trypanosoma vivax Y486	Eukaryota
CMS001_009_Ra_S13	Trypanosoma congolense IL3000	Eukaryota
CMS001_025_Ra_S7	Trypanosoma congolense IL3000	Eukaryota
CMS002_028c_Rb_S156_L004	Trypanosoma congolense IL3000	Eukaryota
CMS001_060_Ra_S12	Naumovozyma dairenensis CBS 421	Eukaryota
CMS002_053a_Rb_S7_L004	Naumovozyma dairenensis CBS 421	Eukaryota
CMS001_036_Ra_S20	Tetrapisispora blattae CBS 6284	Eukaryota
CMS002_021a_Rb_S136_L004	Tetrapisispora phaffii CBS 4417	Eukaryota
CMS001_005_Ra_S3	dsRNA virus environmental sample	Viruses
CMS001_008_Ra_S3	dsRNA virus environmental sample	Viruses
CMS001_009_Ra_S13	dsRNA virus environmental sample	Viruses
CMS001_014_Ra_S5	dsRNA virus environmental sample	Viruses
CMS001_016_Ra_S6	dsRNA virus environmental sample	Viruses
CMS001_019_Ra_S14	dsRNA virus environmental sample	Viruses
CMS001_020_Ra_S15	dsRNA virus environmental sample	Viruses
CMS001_025_Ra_S7	dsRNA virus environmental sample	Viruses
CMS001_027_Ra_S16	dsRNA virus environmental sample	Viruses
CMS001_049_Ra_S6	dsRNA virus environmental sample	Viruses
CMS001_water3_Qiagen_S26	dsRNA virus environmental sample	Viruses
CMS002_007a_Rb_S118_L004	dsRNA virus environmental sample	Viruses
CMS002_020a_Rb_S131_L004	dsRNA virus environmental sample	Viruses
CMS002_020b_Rb_S132_L004	dsRNA virus environmental sample	Viruses
CMS002_020d_Rb_S134_L004	dsRNA virus environmental sample	Viruses
CMS002_020e_Rb_S135_L004	dsRNA virus environmental sample	Viruses
CMS002_021a_Rb_S136_L004	dsRNA virus environmental sample	Viruses
CMS002_028e_Rb_S158_L004	Cordyceps fumosorosea ARSEF 2679	Eukaryota
CMS001_003_Ra_S2	Lonsdalea britannica	Bacteria
CMS001_009_Ra_S13	Lonsdalea britannica	Bacteria
CMS001_029_Ra_S18	Lonsdalea britannica	Bacteria
CMS002_026a_Rb_S146_L004	Lonsdalea britannica	Bacteria
CMS002_026b_Rb_S147_L004	Lonsdalea britannica	Bacteria
CMS002_026c_Rb_S148_L004	Lonsdalea britannica	Bacteria
CMS002_026d_Rb_S149_L004	Lonsdalea britannica	Bacteria
CMS002_026e_Rb_S150_L004	Lonsdalea britannica	Bacteria
CMS002_050a_Rb_S5_L004	Francisella persica ATCC VR-331	Bacteria
CMS001_001_Ra_S1	Francisella hispaniensis FSC454	Bacteria
CMS001_009_Ra_S13	Brenneria goodwinii	Bacteria
CMS001_021_Ra_S16	Streptomyces sp. SCSIO 03032	Bacteria
CMS001_023_Ra_S17	Streptomyces sp. SCSIO 03032	Bacteria
CMS001_025_Ra_S7	Metallosphaera yellowstonensis	Other
CMS002_020e_Rb_S135_L004	Metallosphaera yellowstonensis	Other
CMS002_045g_Rb_S190_L004	unclassified Iflaviridae	Viruses
CMS001_water3_Qiagen_S26	Cutibacterium acnes TypeIA2 P.acn17	Bacteria
CMS002_049a_Rb_S4_L004	Romboutsia ilealis	Bacteria
CMS001_035_Ra_S20	Wolbachia pipientis wAlbB	Bacteria
CMS002_026a_Rb_S146_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_026b_Rb_S147_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_026c_Rb_S148_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_026d_Rb_S149_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_026e_Rb_S150_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_027a_Rb_S152_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_045a_Rb_S183_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_045b_Rb_S184_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_045c_Rb_S185_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_045d_Rb_S186_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_045e_Rb_S188_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_045g_Rb_S190_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_046b_Rb_S192_L004	Wolbachia pipientis wAlbB	Bacteria
CMS002_053a_Rb_S7_L004	Wolbachia pipientis wAlbB	Bacteria
CMS001_036_Ra_S20	Elizabethkingia anophelis	Bacteria
CMS002_047g_Rb_S200_L004	Elizabethkingia anophelis	Bacteria
CMS001_025_Ra_S7	Simiduia agarivorans SA1 = DSM 21679	Bacteria
CMS001_036_Ra_S20	Campylobacter cuniculorum DSM 23162 = LMG 24588	Bacteria
CMS001_006_Ra_S5	Chryseobacterium carnipullorum	Bacteria
CMS001_016_Ra_S6	Gottschalkia acidurici 9a	Bacteria
CMS002_026c_Rb_S148_L004	Leptotrichiaceae	Bacteria
CMS002_038a_Rb_S172_L004	unclassified Spirochaetes	Bacteria
CMS002_026b_Rb_S147_L004	Aspergillaceae	Eukaryota
CMS002_033a_Rb_S167_L004	Candida orthopsilosis Co 90-125	Eukaryota
CMS001_045_Ra_S2	Tritrichomonas foetus	Eukaryota
CMS001_045_Ra_S2	Micromonospora lupini str. Lupac 08	Bacteria
CMS002_026c_Rb_S148_L004	Pichiaceae	Eukaryota
CMS002_026d_Rb_S149_L004	Pichiaceae	Eukaryota
CMS001_water3_Qiagen_S26	Ichthyosporea sp. ex Tenebrio molitor	Eukaryota
CMS001_001_Ra_S1	Providencia stuartii MRSN 2154	Bacteria
CMS002_038a_Rb_S172_L004	Ustilaginoidea virens	Eukaryota
CMS001_017_Ra_S6	Puccinia striiformis f. sp. tritici PST-78	Eukaryota
CMS001_058_Ra_S9	Puccinia striiformis f. sp. tritici PST-78	Eukaryota
CMS001_058_Ra_S9	Streptomyces sp. CNS615	Bacteria
CMS002_020e_Rb_S135_L004	Penicillium digitatum Pd1	Eukaryota
CMS001_003_Ra_S2	Calothrix sp. PCC 6303	Bacteria
CMS001_008_Ra_S3	Calothrix sp. PCC 6303	Bacteria
CMS001_013_Ra_S5	Crinalium epipsammum PCC 9333	Bacteria
CMS002_028b_Rb_S155_L004	Crinalium epipsammum PCC 9333	Bacteria
CMS002_047i_Rb_S2_L004	Crinalium epipsammum PCC 9333	Bacteria
CMS001_031_Ra_S19	Microcoleus sp. PCC 7113	Bacteria
CMS001_001_Ra_S1	Blattabacterium sp. (Blaberus giganteus)	Bacteria
CMS001_006_Ra_S5	Melioribacter roseus P3M-2	Bacteria
CMS002_028a_Rb_S154_L004	Bacillus thuringiensis MC28	Bacteria
CMS002_028d_Rb_S157_L004	Bacillus thuringiensis MC28	Bacteria
CMS002_047f_Rb_S198_L004	Bacillus thuringiensis MC28	Bacteria
CMS002_047j_Rb_S3_L004	Bacillus thuringiensis MC28	Bacteria
CMS001_014_Ra_S5	Candidatus Carsonella ruddii CE isolate Thao2000	Bacteria
CMS002_047c_Rb_S195_L004	Candidatus Carsonella ruddii HC isolate Thao2000	Bacteria
CMS001_042_Ra_S23	Candidatus Carsonella ruddii HT isolate Thao2000	Bacteria
CMS001_003_Ra_S2	Candidatus Carsonella ruddii PC isolate NHV	Bacteria
CMS001_001_Ra_S1	Ecdysozoa	Eukaryota
CMS001_002_Ra_S1	Ecdysozoa	Eukaryota
CMS001_005_Ra_S3	Ecdysozoa	Eukaryota
CMS001_006_Ra_S5	Ecdysozoa	Eukaryota
CMS001_007_Ra_S12	Ecdysozoa	Eukaryota
CMS001_008_Ra_S3	Ecdysozoa	Eukaryota
CMS001_009_Ra_S13	Ecdysozoa	Eukaryota
CMS001_011_Ra_S4	Ecdysozoa	Eukaryota
CMS001_013_Ra_S5	Ecdysozoa	Eukaryota
CMS001_014_Ra_S5	Ecdysozoa	Eukaryota
CMS001_015_Ra_S13	Ecdysozoa	Eukaryota
CMS001_016_Ra_S6	Ecdysozoa	Eukaryota
CMS001_017_Ra_S6	Ecdysozoa	Eukaryota
CMS001_020_Ra_S15	Ecdysozoa	Eukaryota
CMS001_021_Ra_S16	Ecdysozoa	Eukaryota
CMS001_022_Ra_S6	Ecdysozoa	Eukaryota
CMS001_023_Ra_S17	Ecdysozoa	Eukaryota
CMS001_024_Ra_S15	Ecdysozoa	Eukaryota
CMS001_027_Ra_S16	Ecdysozoa	Eukaryota
CMS001_028_Ra_S17	Ecdysozoa	Eukaryota
CMS001_031_Ra_S19	Ecdysozoa	Eukaryota
CMS001_033_Ra_S8	Ecdysozoa	Eukaryota
CMS001_034_Ra_S19	Ecdysozoa	Eukaryota
CMS001_035_Ra_S20	Ecdysozoa	Eukaryota
CMS001_036_Ra_S20	Ecdysozoa	Eukaryota
CMS001_037_Ra_S21	Ecdysozoa	Eukaryota
CMS001_038_Ra_S22	Ecdysozoa	Eukaryota
CMS001_039_Ra_S9	Ecdysozoa	Eukaryota
CMS001_042_Ra_S23	Ecdysozoa	Eukaryota
CMS001_043_Ra_S24	Ecdysozoa	Eukaryota
CMS001_045_Ra_S2	Ecdysozoa	Eukaryota
CMS001_046_Ra_S3	Ecdysozoa	Eukaryota
CMS001_047_Ra_S4	Ecdysozoa	Eukaryota
CMS001_048_Ra_S5	Ecdysozoa	Eukaryota
CMS001_049_Ra_S6	Ecdysozoa	Eukaryota
CMS001_050_Ra_S23	Ecdysozoa	Eukaryota
CMS001_051_Ra_S8	Ecdysozoa	Eukaryota
CMS001_052_Ra_S7	Ecdysozoa	Eukaryota
CMS001_053_Ra_S8	Ecdysozoa	Eukaryota
CMS001_056_Ra_S10	Ecdysozoa	Eukaryota
CMS001_058_Ra_S9	Ecdysozoa	Eukaryota
CMS001_059_Ra_S10	Ecdysozoa	Eukaryota
CMS001_water3_Qiagen_S26	Ecdysozoa	Eukaryota
CMS002_007a_Rb_S118_L004	Ecdysozoa	Eukaryota
CMS002_020b_Rb_S132_L004	Ecdysozoa	Eukaryota
CMS002_020c_Rb_S133_L004	Ecdysozoa	Eukaryota
CMS002_020d_Rb_S134_L004	Ecdysozoa	Eukaryota
CMS002_020e_Rb_S135_L004	Ecdysozoa	Eukaryota
CMS002_028c_Rb_S156_L004	Ecdysozoa	Eukaryota
CMS002_028d_Rb_S157_L004	Ecdysozoa	Eukaryota
CMS002_028e_Rb_S158_L004	Ecdysozoa	Eukaryota
CMS002_029a_Rb_S159_L004	Ecdysozoa	Eukaryota
CMS002_029b_Rb_S160_L004	Ecdysozoa	Eukaryota
CMS002_029c_Rb_S161_L004	Ecdysozoa	Eukaryota
CMS002_029d_Rb_S162_L004	Ecdysozoa	Eukaryota
CMS002_032a_Rb_S166_L004	Ecdysozoa	Eukaryota
CMS002_033a_Rb_S167_L004	Ecdysozoa	Eukaryota
CMS002_034a_Rb_S168_L004	Ecdysozoa	Eukaryota
CMS002_035a_Rb_S169_L004	Ecdysozoa	Eukaryota
CMS002_037a_Rb_S171_L004	Ecdysozoa	Eukaryota
CMS002_039a_Rb_S173_L004	Ecdysozoa	Eukaryota
CMS002_042a_Rb_S177_L004	Ecdysozoa	Eukaryota
CMS002_047a_Rb_S193_L004	Ecdysozoa	Eukaryota
CMS002_047b_Rb_S194_L004	Ecdysozoa	Eukaryota
CMS002_047c_Rb_S195_L004	Ecdysozoa	Eukaryota
CMS002_047e_Rb_S197_L004	Ecdysozoa	Eukaryota
CMS002_047i_Rb_S2_L004	Ecdysozoa	Eukaryota
CMS002_053a_Rb_S7_L004	Ecdysozoa	Eukaryota
CMS002_025e_Rb_S144_L004	Lophotrochozoa	Eukaryota
CMS002_047a_Rb_S193_L004	Asaia sp. 107(2012)	Bacteria
CMS002_053a_Rb_S7_L004	Paenisporosarcina sp. TG20	Bacteria
CMS001_001_Ra_S1	Photorhabdus temperata subsp. temperata M1021	Bacteria
CMS001_032_Ra_S7	Poospiza thoracica	Chordata
CMS001_001_Ra_S1	Candidatus Nitrosopumilus sediminis	Other
CMS001_050_Ra_S23	Candidatus Nitrosopumilus sediminis	Other
CMS001_058_Ra_S9	Candidatus Nitrosopumilus sediminis	Other
CMS002_028b_Rb_S155_L004	Candidatus Nitrosopumilus sediminis	Other
CMS002_028e_Rb_S158_L004	Candidatus Nitrosopumilus sediminis	Other
CMS002_047e_Rb_S197_L004	Candidatus Nitrosopumilus sediminis	Other
CMS001_060_Ra_S12	Orycteropus afer afer	Chordata
CMS002_047a_Rb_S193_L004	Asaia bogorensis NBRC 16594	Bacteria
CMS001_008_Ra_S3	Tachysurus fulvidraco	Chordata
CMS002_020a_Rb_S131_L004	Tachysurus fulvidraco	Chordata
CMS002_053a_Rb_S7_L004	Tachysurus fulvidraco	Chordata
CMS002_031a_Rb_S165_L004	Candidatus Pantoea carbekii	Bacteria
CMS001_011_Ra_S4	Mesotoga infera	Bacteria
CMS002_022a_Rb_S137_L004	Culex originated Tymoviridae-like virus	Viruses
CMS001_004_Ra_S2	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS001_030_Ra_S7	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS001_041_Ra_S10	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS001_054_Ra_S11	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS001_059_Ra_S10	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS002_001a_Rb_S116_L004	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS002_013a_Rb_S120_L004	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS002_022a_Rb_S137_L004	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS002_027a_Rb_S152_L004	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS002_027b_Rb_S153_L004	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS002_046a_Rb_S191_L004	Wolbachia endosymbiont of Drosophila simulans wNo	Bacteria
CMS001_003_Ra_S2	Wolbachia endosymbiont of Drosophila simulans wHa	Bacteria
CMS001_006_Ra_S5	Wolbachia endosymbiont of Drosophila simulans wHa	Bacteria
CMS001_008_Ra_S3	Wolbachia endosymbiont of Drosophila simulans wHa	Bacteria
CMS002_007a_Rb_S118_L004	Wolbachia endosymbiont of Drosophila simulans wHa	Bacteria
CMS002_020a_Rb_S131_L004	Wolbachia endosymbiont of Drosophila simulans wHa	Bacteria
CMS002_021a_Rb_S136_L004	Wolbachia endosymbiont of Drosophila simulans wHa	Bacteria
CMS001_029_Ra_S18	Onchocercidae sp. MI1 GLH-2012	Eukaryota
CMS001_032_Ra_S7	Onchocercidae sp. MI1 GLH-2012	Eukaryota
CMS002_032a_Rb_S166_L004	Chryseobacterium lactis	Bacteria
CMS002_029b_Rb_S160_L004	Spodoptera exempta nucleopolyhedrovirus	Viruses
CMS002_032a_Rb_S166_L004	Spodoptera exempta nucleopolyhedrovirus	Viruses
CMS002_035a_Rb_S169_L004	Spodoptera exempta nucleopolyhedrovirus	Viruses
CMS002_013a_Rb_S120_L004	Actinoplanes friuliensis DSM 7358	Bacteria
CMS001_003_Ra_S2	Anaplasma ovis str. Haibei	Bacteria
CMS001_015_Ra_S13	Anaplasma ovis str. Haibei	Bacteria
CMS001_022_Ra_S6	Anaplasma ovis str. Haibei	Bacteria
CMS001_038_Ra_S22	Anaplasma ovis str. Haibei	Bacteria
CMS001_057_Ra_S11	Anaplasma ovis str. Haibei	Bacteria
CMS001_060_Ra_S12	Anaplasma ovis str. Haibei	Bacteria
CMS002_035a_Rb_S169_L004	Burkholderia pseudomallei MSHR840	Bacteria
CMS002_040a_Rb_S174_L004	Burkholderia pseudomallei MSHR840	Bacteria
CMS002_040a_Rb_S174_L004	Ehrlichia chaffeensis str. Osceola	Bacteria
CMS001_042_Ra_S23	Winogradskyella sp. RHA_55	Bacteria
CMS001_060_Ra_S12	Acanthamoeba castellanii str. Neff	Eukaryota
CMS001_006_Ra_S5	Chryseobacterium camelliae	Bacteria
CMS002_029a_Rb_S159_L004	Chryseobacterium camelliae	Bacteria
CMS001_060_Ra_S12	Brachyspira hyodysenteriae ATCC 27164	Bacteria
CMS001_026_Ra_S18	Bradyrhizobium icense	Bacteria
CMS001_002_Ra_S1	Metarhizium majus ARSEF 297	Eukaryota
CMS001_006_Ra_S5	Metarhizium majus ARSEF 297	Eukaryota
CMS001_014_Ra_S5	Metarhizium majus ARSEF 297	Eukaryota
CMS001_016_Ra_S6	Metarhizium majus ARSEF 297	Eukaryota
CMS001_031_Ra_S19	Metarhizium majus ARSEF 297	Eukaryota
CMS001_033_Ra_S8	Metarhizium majus ARSEF 297	Eukaryota
CMS001_034_Ra_S19	Metarhizium majus ARSEF 297	Eukaryota
CMS001_036_Ra_S20	Metarhizium majus ARSEF 297	Eukaryota
CMS001_038_Ra_S22	Metarhizium majus ARSEF 297	Eukaryota
CMS001_042_Ra_S23	Metarhizium majus ARSEF 297	Eukaryota
CMS001_060_Ra_S12	Metarhizium majus ARSEF 297	Eukaryota
CMS002_028d_Rb_S157_L004	Metarhizium majus ARSEF 297	Eukaryota
CMS002_029a_Rb_S159_L004	Metarhizium majus ARSEF 297	Eukaryota
CMS002_036a_Rb_S170_L004	Metarhizium majus ARSEF 297	Eukaryota
CMS002_039a_Rb_S173_L004	Metarhizium majus ARSEF 297	Eukaryota
CMS002_053a_Rb_S7_L004	Metarhizium majus ARSEF 297	Eukaryota
CMS001_060_Ra_S12	Anthracocystis flocculosa PF-1	Eukaryota
CMS002_007a_Rb_S118_L004	Anthracocystis flocculosa PF-1	Eukaryota
CMS002_046a_Rb_S191_L004	Anthracocystis flocculosa PF-1	Eukaryota
CMS002_023a_Rb_S138_L004	Arcobacter suis	Bacteria
CMS001_012_Ra_S4	Meira miltonrushii	Eukaryota
CMS001_007_Ra_S12	Leishmaniinae	Eukaryota
CMS001_011_Ra_S4	Leishmaniinae	Eukaryota
CMS001_018_Ra_S14	Leishmaniinae	Eukaryota
CMS001_022_Ra_S6	Leishmaniinae	Eukaryota
CMS001_035_Ra_S20	Leishmaniinae	Eukaryota
CMS001_047_Ra_S4	Leishmaniinae	Eukaryota
CMS001_049_Ra_S6	Leishmaniinae	Eukaryota
CMS001_water3_Qiagen_S26	Leishmaniinae	Eukaryota
CMS001_010_Ra_S1	Cellvibrionaceae bacterium 1162T.S.0a.05	Bacteria
CMS002_056a_Rb_S9_L004	Brachyspira hampsonii	Bacteria
CMS001_057_Ra_S11	Treponema pedis str. T A4	Bacteria
CMS002_029e_Rb_S164_L004	Cenchrinae	Eukaryota
CMS002_020a_Rb_S131_L004	Borrelia hermsii YOR	Bacteria
CMS001_005_Ra_S3	Saccharomyces cerevisiae YJM1250	Eukaryota
CMS002_021a_Rb_S136_L004	Kwoniella dejecticola CBS 10117	Eukaryota
CMS002_041a_Rb_S176_L004	Intestinimonas butyriciproducens	Bacteria
CMS002_013a_Rb_S120_L004	Myxococcus hansupus	Bacteria
CMS001_water4_Zymo_S27	Bradyrhizobium sp. OHSU_III	Bacteria
CMS002_019a_Rb_S130_L004	Thermosulfidibacter takaii ABI70S6	Bacteria
CMS001_024_Ra_S15	Mycobacterium ulcerans str. Harvey	Bacteria
CMS001_003_Ra_S2	Rhizobium sp. IE4771	Bacteria
CMS002_020a_Rb_S131_L004	Rhizobium sp. IE4771	Bacteria
CMS002_021a_Rb_S136_L004	Rhizobium sp. IE4771	Bacteria
CMS001_038_Ra_S22	Salinispira pacifica	Bacteria
CMS002_044a_Rb_S178_L004	Peniophora sp. 213 OA-2013	Eukaryota
CMS001_003_Ra_S2	Xylona heveae TC161	Eukaryota
CMS001_005_Ra_S3	Xylona heveae TC161	Eukaryota
CMS001_009_Ra_S13	Xylona heveae TC161	Eukaryota
CMS002_007a_Rb_S118_L004	Xylona heveae TC161	Eukaryota
CMS001_037_Ra_S21	Archelosauria	Chordata
CMS001_058_Ra_S9	Archelosauria	Chordata
CMS002_020a_Rb_S131_L004	Spiroplasma floricola 23-6	Bacteria
CMS002_020d_Rb_S134_L004	Spiroplasma floricola 23-6	Bacteria
CMS001_008_Ra_S3	Polaribacter sp. Hel1_33_78	Bacteria
CMS002_021a_Rb_S136_L004	Polaribacter sp. Hel1_33_78	Bacteria
CMS002_032a_Rb_S166_L004	Polaribacter sp. Hel1_33_78	Bacteria
CMS002_053a_Rb_S7_L004	Cryptobatrachus sp. TNHC-GDC 451	Chordata
CMS002_020a_Rb_S131_L004	Aspergillus welwitschiae	Eukaryota
CMS002_049a_Rb_S4_L004	Aspergillus welwitschiae	Eukaryota
CMS002_054a_Rb_S8_L004	Aspergillus welwitschiae	Eukaryota
CMS002_020a_Rb_S131_L004	Citrobacter freundii complex	Bacteria
CMS002_033a_Rb_S167_L004	Microbacterium mangrovi	Bacteria
CMS001_047_Ra_S4	Croceicoccus naphthovorans	Bacteria
CMS001_003_Ra_S2	Pandoravirus salinus	Viruses
CMS002_004a_Rb_S117_L004	Plasmodium sp. type B	Eukaryota
CMS001_003_Ra_S2	Streptomyces pluripotens	Bacteria
CMS001_026_Ra_S18	Kalmanozyma brasiliensis GHG001	Eukaryota
CMS001_022_Ra_S6	Fonsecaea erecta	Eukaryota
CMS001_001_Ra_S1	Pochonia chlamydosporia 170	Eukaryota
CMS002_033a_Rb_S167_L004	Burkholderia sp. BDU19	Bacteria
CMS001_027_Ra_S16	Paludisphaera borealis	Bacteria
CMS002_053a_Rb_S7_L004	Vulgatibacter incomptus	Bacteria
CMS001_008_Ra_S3	Borreliella valaisiana Tom4006	Bacteria
CMS002_020a_Rb_S131_L004	Borreliella valaisiana Tom4006	Bacteria
CMS002_020a_Rb_S131_L004	Bacteroidales bacterium CF	Bacteria
CMS002_032a_Rb_S166_L004	Bacillus filamentosus	Bacteria
CMS002_026b_Rb_S147_L004	Aspergillus pseudoglaucus	Eukaryota
CMS002_028c_Rb_S156_L004	Clostridium botulinum B str. Osaka05	Bacteria
CMS001_051_Ra_S8	Acinetobacter sp. TGL-Y2	Bacteria
CMS001_012_Ra_S4	Mobuck virus	Viruses
CMS001_040_Ra_S21	Rasamsonia emersonii CBS 393.64	Eukaryota
CMS001_012_Ra_S4	Acytostelium subglobosum LB1	Eukaryota
CMS001_047_Ra_S4	Candidatus Walczuchella monophlebidarum	Bacteria
CMS001_014_Ra_S5	Methanosarcina lacustris Z-7289	Other
CMS001_008_Ra_S3	Methanosarcina mazei WWM610	Other
CMS001_001_Ra_S1	Boreoeutheria	Chordata
CMS001_003_Ra_S2	Boreoeutheria	Chordata
CMS001_004_Ra_S2	Boreoeutheria	Chordata
CMS001_005_Ra_S3	Boreoeutheria	Chordata
CMS001_008_Ra_S3	Boreoeutheria	Chordata
CMS001_009_Ra_S13	Boreoeutheria	Chordata
CMS001_011_Ra_S4	Boreoeutheria	Chordata
CMS001_012_Ra_S4	Boreoeutheria	Chordata
CMS001_013_Ra_S5	Boreoeutheria	Chordata
CMS001_015_Ra_S13	Boreoeutheria	Chordata
CMS001_016_Ra_S6	Boreoeutheria	Chordata
CMS001_017_Ra_S6	Boreoeutheria	Chordata
CMS001_019_Ra_S14	Boreoeutheria	Chordata
CMS001_020_Ra_S15	Boreoeutheria	Chordata
CMS001_022_Ra_S6	Boreoeutheria	Chordata
CMS001_023_Ra_S17	Boreoeutheria	Chordata
CMS001_025_Ra_S7	Boreoeutheria	Chordata
CMS001_028_Ra_S17	Boreoeutheria	Chordata
CMS001_031_Ra_S19	Boreoeutheria	Chordata
CMS001_032_Ra_S7	Boreoeutheria	Chordata
CMS001_036_Ra_S20	Boreoeutheria	Chordata
CMS001_038_Ra_S22	Boreoeutheria	Chordata
CMS001_041_Ra_S10	Boreoeutheria	Chordata
