NewIDseqName,OldIDseqName,czbiohub-mosquito_sequences_id,raw_sequence_run_directory,host,sample_type,nucleotide_type,collection_date,collection_lat,collection_long,Habitat,Population,collected_by,preservation_method,sex,life_stage,visual_genus,visual_species,compute_genus,compute_species,blood_fed,sample_unit,known_organism,detection_method,library_prep,sequencer,rna_dna_input_ng,library_prep_batch,extraction_batch,Notes:
CMS002_051a_Rb_S6_L004,CMS_002_51a_Rb_S6_L004,CMS_002_51a_Rb_S6_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,mosquito,whole mosquito,RNA,2017-11-21T00:00:00Z,38.897572,-121.311747,Commercial/Industrial/Transportation,Suburban,PLCR,FAY,NA,NA,Culex,pipiens,Culex,pipiens,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,199.2,061218_1,052118_3,Mosquito selected from a pool of 5 mosquitoes 
CMS002_053a_Rb_S7_L004,CMS_002_53a_Rb_S7_L004,CMS_002_53a_Rb_S7_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,mosquito,whole mosquito,RNA,2017-11-21T00:00:00Z,38.836781,-121.39119,Agriculture & Residential,Rural,PLCR,FAY,NA,NA,Culex,pipiens,Culex,pipiens,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,79.6,061218_1,052118_3,
CMS002_054a_Rb_S8_L004,CMS_002_54a_Rb_S8_L004,CMS_002_54a_Rb_S8_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,mosquito,whole mosquito,RNA,2017-11-21T00:00:00Z,38.772222,-121.4695,Agriculture,Rural,PLCR,FAY,NA,NA,Culex,pipiens,Culex,pipiens,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,168.8,061218_1,052118_3,
CMS002_056a_Rb_S9_L004,CMS_002_56a_Rb_S9_L004,CMS_002_56a_Rb_S9_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,mosquito,whole mosquito,RNA,2017-11-28T00:00:00Z,38.787211,-121.372895,Residential ,Rural,PLCR,FAY,NA,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,061218_1,052118_3,head + 1 leg only
CMS002_057a_Rb_S10_L004,CMS_002_57a_Rb_S10_L004,CMS_002_57a_Rb_S10_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,mosquito,whole mosquito,RNA,2017-11-28T00:00:00Z,38.787211,-121.372895,Residential ,Rural,PLCR,EVS,NA,NA,Culex,pipiens,Culex,pipiens,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,47.2,061218_1,052118_3,
CMS002_Water1_Rb_S127_L004,CMS_002_Water1_Rb_S127_L004,CMS_002_Water1_Rb_S127_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,061218_1,051818_1,
CMS002_Water2_Rb_S139_L004,CMS_002_Water2_Rb_S139_L004,CMS_002_Water2_Rb_S139_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,mosquito,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,061218_1,051818_1,
CMS002_Water3_Rb_S151_L004,CMS_002_Water3_Rb_S151_L004,CMS_002_Water3_Rb_S151_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,061218_1,051818_2,
CMS002_Water4_Rb_S163_L004,CMS_002_Water4_Rb_S163_L004,CMS_002_Water4_Rb_S163_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,061218_1,051818_2,
CMS002_Water5_Rb_S175_L004,CMS_002_Water5_Rb_S175_L004,CMS_002_Water5_Rb_S175_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,061218_1,052018_1,
CMS002_Water6_Rb_S187_L004,CMS_002_Water6_Rb_S187_L004,CMS_002_Water6_Rb_S187_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,061218_1,052118_1,
CMS002_Water7_Rb_S199_L004,CMS_002_Water7_Rb_S199_L004,CMS_002_Water7_Rb_S199_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,061218_1,052118_2,
CMS002_Water8_Rb_S11_L004,CMS_002_Water8_Rb_S11_L004,CMS_002_Water8_Rb_S11_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/,NA,water,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,061218_1,052118_3,
