sample	division	ntaxa	location_name	rank	sample_mosquito_species	kingdom
36121	CMS001_059_Ra_S10	sponges	0	Alameda	species	Culex pipiens	Eukaryota
36122	CMS001_059_Ra_S10	rotifers	0	Alameda	species	Culex pipiens	Eukaryota
36123	CMS001_059_Ra_S10	animals	1	Alameda	no rank	Culex pipiens	Eukaryota
36124	CMS001_059_Ra_S10	gastropods	0	Alameda	species	Culex pipiens	Eukaryota
36125	CMS001_059_Ra_S10	segmented worms	0	Alameda	species	Culex pipiens	Eukaryota
36126	CMS001_059_Ra_S10	cnidarians	0	Alameda	phylum	Culex pipiens	Eukaryota
36127	CMS001_059_Ra_S10	starfish	0	Alameda	species	Culex pipiens	Eukaryota
36128	CMS001_059_Ra_S10	red algae	0	Alameda	subclass	Culex pipiens	Eukaryota
36129	CMS001_059_Ra_S10	bivalves	0	Alameda	species	Culex pipiens	Eukaryota
36130	CMS001_059_Ra_S10	flatworms	0	Alameda	species	Culex pipiens	Eukaryota
36131	CMS001_059_Ra_S10	sea anemones	0	Alameda	species	Culex pipiens	Eukaryota
36132	CMS001_059_Ra_S10	anthozoans	0	Alameda	subclass	Culex pipiens	Eukaryota
36133	CMS001_059_Ra_S10	hydrozoans	0	Alameda	species	Culex pipiens	Eukaryota
36134	CMS001_059_Ra_S10	tardigrades	0	Alameda	species	Culex pipiens	Eukaryota
36135	CMS001_059_Ra_S10	sea cucumbers	0	Alameda	species	Culex pipiens	Eukaryota
36136	CMS001_059_Ra_S10	brachiopods	1	Alameda	species	Culex pipiens	Eukaryota
36137	CMS001_059_Ra_S10	cephalopods	0	Alameda	species	Culex pipiens	Eukaryota
36138	CMS001_059_Ra_S10	priapulids	0	Alameda	species	Culex pipiens	Eukaryota
36139	CMS001_059_Ra_S10	sea urchins	0	Alameda	species	Culex pipiens	Eukaryota
36140	CMS001_059_Ra_S10	hemichordates	0	Alameda	species	Culex pipiens	Eukaryota
36141	CMS001_059_Ra_S10	ctenophores	0	Alameda	species	Culex pipiens	Eukaryota
36142	CMS001_059_Ra_S10	myxozoans	0	Alameda	species	Culex pipiens	Eukaryota
36143	CMS001_059_Ra_S10	placozoans	0	Alameda	species	Culex pipiens	Eukaryota
36144	CMS001_059_Ra_S10	snakes	0	Alameda	subfamily	Culex pipiens	Eukaryota
36145	CMS001_059_Ra_S10	birds	45	Alameda	subfamily	Culex pipiens	Eukaryota
36146	CMS001_059_Ra_S10	frogs & toads	1	Alameda	species	Culex pipiens	Eukaryota
36147	CMS001_059_Ra_S10	placentals	1	Alameda	species	Culex pipiens	Eukaryota
36148	CMS001_059_Ra_S10	even-toed ungulates	1	Alameda	species	Culex pipiens	Eukaryota
36149	CMS001_059_Ra_S10	rodents	0	Alameda	subspecies	Culex pipiens	Eukaryota
36150	CMS001_059_Ra_S10	bony fishes	4	Alameda	species	Culex pipiens	Eukaryota
36151	CMS001_059_Ra_S10	vertebrates	4	Alameda	species	Culex pipiens	Eukaryota
36152	CMS001_059_Ra_S10	rabbits & hares	0	Alameda	species	Culex pipiens	Eukaryota
36153	CMS001_059_Ra_S10	carnivores	1	Alameda	subspecies	Culex pipiens	Eukaryota
36154	CMS001_059_Ra_S10	odd-toed ungulates	1	Alameda	species	Culex pipiens	Eukaryota
36155	CMS001_059_Ra_S10	crocodiles	0	Alameda	species	Culex pipiens	Eukaryota
36156	CMS001_059_Ra_S10	whales & dolphins	0	Alameda	subspecies	Culex pipiens	Eukaryota
36157	CMS001_059_Ra_S10	lancelets	0	Alameda	species	Culex pipiens	Eukaryota
36158	CMS001_059_Ra_S10	bats	0	Alameda	species	Culex pipiens	Eukaryota
36159	CMS001_059_Ra_S10	primates	3	Alameda	species	Culex pipiens	Eukaryota
36160	CMS001_059_Ra_S10	lizards	1	Alameda	species	Culex pipiens	Eukaryota
36161	CMS001_059_Ra_S10	turtles	2	Alameda	species	Culex pipiens	Eukaryota
36162	CMS001_059_Ra_S10	coelacanths	1	Alameda	species	Culex pipiens	Eukaryota
36163	CMS001_059_Ra_S10	chimaeras	1	Alameda	species	Culex pipiens	Eukaryota
36164	CMS001_059_Ra_S10	insectivores	0	Alameda	species	Culex pipiens	Eukaryota
36165	CMS001_059_Ra_S10	marsupials	0	Alameda	species	Culex pipiens	Eukaryota
36166	CMS001_059_Ra_S10	caecilians	0	Alameda	species	Culex pipiens	Eukaryota
36167	CMS001_059_Ra_S10	tunicates	0	Alameda	species	Culex pipiens	Eukaryota
36168	CMS001_059_Ra_S10	monotremes	0	Alameda	species	Culex pipiens	Eukaryota
36169	CMS001_059_Ra_S10	mammals	0	Alameda	no rank	Culex pipiens	Eukaryota
36170	CMS001_059_Ra_S10	sharks and rays	1	Alameda	species	Culex pipiens	Eukaryota
36171	CMS001_059_Ra_S10	eudicots	0	Alameda	no rank	Culex pipiens	Eukaryota
36172	CMS001_059_Ra_S10	seed plants	0	Alameda	no rank	Culex pipiens	Eukaryota
36173	CMS001_059_Ra_S10	monocots	0	Alameda	species	Culex pipiens	Eukaryota
36174	CMS001_059_Ra_S10	flowering plants	0	Alameda	species	Culex pipiens	Eukaryota
36175	CMS001_059_Ra_S10	green algae	1	Alameda	species	Culex pipiens	Eukaryota
36176	CMS001_059_Ra_S10	green plants	0	Alameda	species	Culex pipiens	Eukaryota
36177	CMS001_059_Ra_S10	liverworts	0	Alameda	species	Culex pipiens	Eukaryota
36178	CMS001_059_Ra_S10	land plants	0	Alameda	no rank	Culex pipiens	Eukaryota
36179	CMS001_059_Ra_S10	club-mosses	0	Alameda	species	Culex pipiens	Eukaryota
36180	CMS001_059_Ra_S10	fungi	0	Alameda	species	Culex pipiens	Eukaryota
36181	CMS001_059_Ra_S10	microsporidians	0	Alameda	genus	Culex pipiens	Eukaryota
36182	CMS001_059_Ra_S10	chytrids	0	Alameda	species	Culex pipiens	Eukaryota
36183	CMS001_059_Ra_S10	blastocladiomycetes	0	Alameda	order	Culex pipiens	Eukaryota
36184	CMS001_059_Ra_S10	glomeromycetes	0	Alameda	species	Culex pipiens	Eukaryota
36185	CMS001_059_Ra_S10	oomycetes	0	Alameda	genus	Culex pipiens	Eukaryota
36186	CMS001_059_Ra_S10	kinetoplastids	9	Alameda	species	Culex pipiens	Eukaryota
36187	CMS001_059_Ra_S10	apicomplexans	0	Alameda	genus	Culex pipiens	Eukaryota
36188	CMS001_059_Ra_S10	golden algae	0	Alameda	species	Culex pipiens	Eukaryota
36189	CMS001_059_Ra_S10	ciliates	0	Alameda	no rank	Culex pipiens	Eukaryota
36190	CMS001_059_Ra_S10	brown algae	0	Alameda	species	Culex pipiens	Eukaryota
36191	CMS001_059_Ra_S10	haptophytes	0	Alameda	no rank	Culex pipiens	Eukaryota
36192	CMS001_059_Ra_S10	euglenoids	0	Alameda	species	Culex pipiens	Eukaryota
36193	CMS001_059_Ra_S10	plasmodial slime molds	0	Alameda	species	Culex pipiens	Eukaryota
36194	CMS001_059_Ra_S10	dinoflagellates	0	Alameda	species	Culex pipiens	Eukaryota
36195	CMS001_059_Ra_S10	choanoflagellates	0	Alameda	no rank	Culex pipiens	Eukaryota
36196	CMS001_059_Ra_S10	diatoms	0	Alameda	species	Culex pipiens	Eukaryota
36197	CMS001_059_Ra_S10	forams	0	Alameda	species	Culex pipiens	Eukaryota
36198	CMS001_059_Ra_S10	cryptomonads	0	Alameda	species	Culex pipiens	Eukaryota
36199	CMS001_059_Ra_S10	trichomonads	0	Alameda	species	Culex pipiens	Eukaryota
36200	CMS001_059_Ra_S10	NA	0	Alameda	no rank	Culex pipiens	Eukaryota
36201	CMS001_060_Ra_S12	flies	38	Alameda	no rank	Culiseta inornata	Eukaryota
36202	CMS001_060_Ra_S12	ascomycetes	10	Alameda	infraorder	Culiseta inornata	Eukaryota
36203	CMS001_060_Ra_S12	mosquitos	32	Alameda	genus	Culiseta inornata	Eukaryota
36204	CMS001_060_Ra_S12	bees	9	Alameda	species	Culiseta inornata	Eukaryota
36205	CMS001_060_Ra_S12	roaches	1	Alameda	species	Culiseta inornata	Eukaryota
36206	CMS001_060_Ra_S12	mites & ticks	2	Alameda	species	Culiseta inornata	Eukaryota
36207	CMS001_060_Ra_S12	beetles	13	Alameda	species	Culiseta inornata	Eukaryota
36208	CMS001_060_Ra_S12	moths	10	Alameda	species	Culiseta inornata	Eukaryota
36209	CMS001_060_Ra_S12	butterflies	5	Alameda	species	Culiseta inornata	Eukaryota
36210	CMS001_060_Ra_S12	aphids	8	Alameda	subfamily	Culiseta inornata	Eukaryota
36211	CMS001_060_Ra_S12	spiders	2	Alameda	species	Culiseta inornata	Eukaryota
36212	CMS001_060_Ra_S12	arachnids	0	Alameda	class	Culiseta inornata	Eukaryota
36213	CMS001_060_Ra_S12	ants	14	Alameda	species	Culiseta inornata	Eukaryota
36214	CMS001_060_Ra_S12	crustaceans	2	Alameda	species	Culiseta inornata	Eukaryota
36215	CMS001_060_Ra_S12	arthropods	1	Alameda	phylum	Culiseta inornata	Eukaryota
36216	CMS001_060_Ra_S12	psyllids	1	Alameda	species	Culiseta inornata	Eukaryota
36217	CMS001_060_Ra_S12	horseshoe crabs	1	Alameda	species	Culiseta inornata	Eukaryota
36218	CMS001_060_Ra_S12	scorpions	1	Alameda	species	Culiseta inornata	Eukaryota
36219	CMS001_060_Ra_S12	bugs	3	Alameda	species	Culiseta inornata	Eukaryota
36220	CMS001_060_Ra_S12	fleas	1	Alameda	species	Culiseta inornata	Eukaryota
36221	CMS001_060_Ra_S12	wasps &c.	8	Alameda	subspecies	Culiseta inornata	Eukaryota
36222	CMS001_060_Ra_S12	scale insects	0	Alameda	species	Culiseta inornata	Eukaryota
36223	CMS001_060_Ra_S12	hymenopterans	5	Alameda	species	Culiseta inornata	Eukaryota
36224	CMS001_060_Ra_S12	termites	2	Alameda	species	Culiseta inornata	Eukaryota
36225	CMS001_060_Ra_S12	basidiomycetes	2	Alameda	genus	Culiseta inornata	Eukaryota
36226	CMS001_060_Ra_S12	springtails	1	Alameda	subfamily	Culiseta inornata	Eukaryota
36227	CMS001_060_Ra_S12	insects	3	Alameda	cohort	Culiseta inornata	Eukaryota
36228	CMS001_060_Ra_S12	lice	1	Alameda	subspecies	Culiseta inornata	Eukaryota
36229	CMS001_060_Ra_S12	amphipods	1	Alameda	species	Culiseta inornata	Eukaryota
36230	CMS001_060_Ra_S12	booklice	0	Alameda	species	Culiseta inornata	Eukaryota
36231	CMS001_060_Ra_S12	grasshoppers	0	Alameda	species	Culiseta inornata	Eukaryota
36232	CMS001_060_Ra_S12	caddisflies	0	Alameda	species	Culiseta inornata	Eukaryota
36233	CMS001_060_Ra_S12	whiteflies	1	Alameda	species	Culiseta inornata	Eukaryota
36234	CMS001_060_Ra_S12	thrips	0	Alameda	species	Culiseta inornata	Eukaryota
36235	CMS001_060_Ra_S12	eukaryotes	2	Alameda	no rank	Culiseta inornata	Eukaryota
36236	CMS001_060_Ra_S12	nematodes	8	Alameda	species	Culiseta inornata	Eukaryota
36237	CMS001_060_Ra_S12	stony corals	1	Alameda	species	Culiseta inornata	Eukaryota
36238	CMS001_060_Ra_S12	sponges	0	Alameda	species	Culiseta inornata	Eukaryota
36239	CMS001_060_Ra_S12	rotifers	0	Alameda	species	Culiseta inornata	Eukaryota
36240	CMS001_060_Ra_S12	animals	5	Alameda	no rank	Culiseta inornata	Eukaryota
36241	CMS001_060_Ra_S12	gastropods	1	Alameda	species	Culiseta inornata	Eukaryota
36242	CMS001_060_Ra_S12	segmented worms	1	Alameda	species	Culiseta inornata	Eukaryota
36243	CMS001_060_Ra_S12	cnidarians	0	Alameda	phylum	Culiseta inornata	Eukaryota
36244	CMS001_060_Ra_S12	starfish	1	Alameda	species	Culiseta inornata	Eukaryota
36245	CMS001_060_Ra_S12	red algae	0	Alameda	subclass	Culiseta inornata	Eukaryota
36246	CMS001_060_Ra_S12	bivalves	2	Alameda	species	Culiseta inornata	Eukaryota
36247	CMS001_060_Ra_S12	flatworms	9	Alameda	species	Culiseta inornata	Eukaryota
36248	CMS001_060_Ra_S12	sea anemones	1	Alameda	species	Culiseta inornata	Eukaryota
36249	CMS001_060_Ra_S12	anthozoans	0	Alameda	subclass	Culiseta inornata	Eukaryota
36250	CMS001_060_Ra_S12	hydrozoans	1	Alameda	species	Culiseta inornata	Eukaryota
36251	CMS001_060_Ra_S12	tardigrades	1	Alameda	species	Culiseta inornata	Eukaryota
36252	CMS001_060_Ra_S12	sea cucumbers	0	Alameda	species	Culiseta inornata	Eukaryota
36253	CMS001_060_Ra_S12	brachiopods	0	Alameda	species	Culiseta inornata	Eukaryota
36254	CMS001_060_Ra_S12	cephalopods	0	Alameda	species	Culiseta inornata	Eukaryota
36255	CMS001_060_Ra_S12	priapulids	0	Alameda	species	Culiseta inornata	Eukaryota
36256	CMS001_060_Ra_S12	sea urchins	1	Alameda	species	Culiseta inornata	Eukaryota
36257	CMS001_060_Ra_S12	hemichordates	0	Alameda	species	Culiseta inornata	Eukaryota
36258	CMS001_060_Ra_S12	ctenophores	0	Alameda	species	Culiseta inornata	Eukaryota
36259	CMS001_060_Ra_S12	myxozoans	0	Alameda	species	Culiseta inornata	Eukaryota
36260	CMS001_060_Ra_S12	placozoans	0	Alameda	species	Culiseta inornata	Eukaryota
36261	CMS001_060_Ra_S12	snakes	1	Alameda	subfamily	Culiseta inornata	Eukaryota
36262	CMS001_060_Ra_S12	birds	0	Alameda	subfamily	Culiseta inornata	Eukaryota
36263	CMS001_060_Ra_S12	frogs & toads	0	Alameda	species	Culiseta inornata	Eukaryota
36264	CMS001_060_Ra_S12	placentals	4	Alameda	species	Culiseta inornata	Eukaryota
36265	CMS001_060_Ra_S12	even-toed ungulates	15	Alameda	species	Culiseta inornata	Eukaryota
36266	CMS001_060_Ra_S12	rodents	3	Alameda	subspecies	Culiseta inornata	Eukaryota
36267	CMS001_060_Ra_S12	bony fishes	8	Alameda	species	Culiseta inornata	Eukaryota
36268	CMS001_060_Ra_S12	vertebrates	2	Alameda	species	Culiseta inornata	Eukaryota
36269	CMS001_060_Ra_S12	rabbits & hares	1	Alameda	species	Culiseta inornata	Eukaryota
36270	CMS001_060_Ra_S12	carnivores	3	Alameda	subspecies	Culiseta inornata	Eukaryota
36271	CMS001_060_Ra_S12	odd-toed ungulates	0	Alameda	species	Culiseta inornata	Eukaryota
36272	CMS001_060_Ra_S12	crocodiles	0	Alameda	species	Culiseta inornata	Eukaryota
36273	CMS001_060_Ra_S12	whales & dolphins	1	Alameda	subspecies	Culiseta inornata	Eukaryota
36274	CMS001_060_Ra_S12	lancelets	0	Alameda	species	Culiseta inornata	Eukaryota
36275	CMS001_060_Ra_S12	bats	2	Alameda	species	Culiseta inornata	Eukaryota
36276	CMS001_060_Ra_S12	primates	6	Alameda	species	Culiseta inornata	Eukaryota
36277	CMS001_060_Ra_S12	lizards	0	Alameda	species	Culiseta inornata	Eukaryota
36278	CMS001_060_Ra_S12	turtles	1	Alameda	species	Culiseta inornata	Eukaryota
36279	CMS001_060_Ra_S12	coelacanths	0	Alameda	species	Culiseta inornata	Eukaryota
36280	CMS001_060_Ra_S12	chimaeras	0	Alameda	species	Culiseta inornata	Eukaryota
36281	CMS001_060_Ra_S12	insectivores	0	Alameda	species	Culiseta inornata	Eukaryota
36282	CMS001_060_Ra_S12	marsupials	1	Alameda	species	Culiseta inornata	Eukaryota
36283	CMS001_060_Ra_S12	caecilians	0	Alameda	species	Culiseta inornata	Eukaryota
36284	CMS001_060_Ra_S12	tunicates	0	Alameda	species	Culiseta inornata	Eukaryota
36285	CMS001_060_Ra_S12	monotremes	0	Alameda	species	Culiseta inornata	Eukaryota
36286	CMS001_060_Ra_S12	mammals	0	Alameda	no rank	Culiseta inornata	Eukaryota
36287	CMS001_060_Ra_S12	sharks and rays	1	Alameda	species	Culiseta inornata	Eukaryota
36288	CMS001_060_Ra_S12	eudicots	8	Alameda	no rank	Culiseta inornata	Eukaryota
36289	CMS001_060_Ra_S12	seed plants	0	Alameda	no rank	Culiseta inornata	Eukaryota
36290	CMS001_060_Ra_S12	monocots	0	Alameda	species	Culiseta inornata	Eukaryota
36291	CMS001_060_Ra_S12	flowering plants	0	Alameda	species	Culiseta inornata	Eukaryota
36292	CMS001_060_Ra_S12	green algae	0	Alameda	species	Culiseta inornata	Eukaryota
36293	CMS001_060_Ra_S12	green plants	0	Alameda	species	Culiseta inornata	Eukaryota
36294	CMS001_060_Ra_S12	liverworts	0	Alameda	species	Culiseta inornata	Eukaryota
36295	CMS001_060_Ra_S12	land plants	0	Alameda	no rank	Culiseta inornata	Eukaryota
36296	CMS001_060_Ra_S12	club-mosses	0	Alameda	species	Culiseta inornata	Eukaryota
36297	CMS001_060_Ra_S12	fungi	0	Alameda	species	Culiseta inornata	Eukaryota
36298	CMS001_060_Ra_S12	microsporidians	0	Alameda	genus	Culiseta inornata	Eukaryota
36299	CMS001_060_Ra_S12	chytrids	0	Alameda	species	Culiseta inornata	Eukaryota
36300	CMS001_060_Ra_S12	blastocladiomycetes	0	Alameda	order	Culiseta inornata	Eukaryota
36301	CMS001_060_Ra_S12	glomeromycetes	0	Alameda	species	Culiseta inornata	Eukaryota
36302	CMS001_060_Ra_S12	oomycetes	2	Alameda	genus	Culiseta inornata	Eukaryota
36303	CMS001_060_Ra_S12	kinetoplastids	0	Alameda	species	Culiseta inornata	Eukaryota
36304	CMS001_060_Ra_S12	apicomplexans	1	Alameda	genus	Culiseta inornata	Eukaryota
36305	CMS001_060_Ra_S12	golden algae	0	Alameda	species	Culiseta inornata	Eukaryota
36306	CMS001_060_Ra_S12	ciliates	0	Alameda	no rank	Culiseta inornata	Eukaryota
36307	CMS001_060_Ra_S12	brown algae	0	Alameda	species	Culiseta inornata	Eukaryota
36308	CMS001_060_Ra_S12	haptophytes	0	Alameda	no rank	Culiseta inornata	Eukaryota
36309	CMS001_060_Ra_S12	euglenoids	0	Alameda	species	Culiseta inornata	Eukaryota
36310	CMS001_060_Ra_S12	plasmodial slime molds	0	Alameda	species	Culiseta inornata	Eukaryota
36311	CMS001_060_Ra_S12	dinoflagellates	0	Alameda	species	Culiseta inornata	Eukaryota
36312	CMS001_060_Ra_S12	choanoflagellates	0	Alameda	no rank	Culiseta inornata	Eukaryota
36313	CMS001_060_Ra_S12	diatoms	0	Alameda	species	Culiseta inornata	Eukaryota
36314	CMS001_060_Ra_S12	forams	0	Alameda	species	Culiseta inornata	Eukaryota
36315	CMS001_060_Ra_S12	cryptomonads	0	Alameda	species	Culiseta inornata	Eukaryota
36316	CMS001_060_Ra_S12	trichomonads	0	Alameda	species	Culiseta inornata	Eukaryota
36317	CMS001_060_Ra_S12	NA	0	Alameda	no rank	Culiseta inornata	Eukaryota
36318	CMS001_water2_S24	flies	0	NA	no rank	NA	Eukaryota
36319	CMS001_water2_S24	ascomycetes	3	NA	infraorder	NA	Eukaryota
36320	CMS001_water2_S24	mosquitos	0	NA	genus	NA	Eukaryota
36321	CMS001_water2_S24	bees	0	NA	species	NA	Eukaryota
36322	CMS001_water2_S24	roaches	0	NA	species	NA	Eukaryota
36323	CMS001_water2_S24	mites & ticks	0	NA	species	NA	Eukaryota
36324	CMS001_water2_S24	beetles	0	NA	species	NA	Eukaryota
36325	CMS001_water2_S24	moths	0	NA	species	NA	Eukaryota
36326	CMS001_water2_S24	butterflies	0	NA	species	NA	Eukaryota
36327	CMS001_water2_S24	aphids	0	NA	subfamily	NA	Eukaryota
36328	CMS001_water2_S24	spiders	0	NA	species	NA	Eukaryota
36329	CMS001_water2_S24	arachnids	0	NA	class	NA	Eukaryota
36330	CMS001_water2_S24	ants	0	NA	species	NA	Eukaryota
36331	CMS001_water2_S24	crustaceans	1	NA	species	NA	Eukaryota
36332	CMS001_water2_S24	arthropods	0	NA	phylum	NA	Eukaryota
36333	CMS001_water2_S24	psyllids	0	NA	species	NA	Eukaryota
36334	CMS001_water2_S24	horseshoe crabs	0	NA	species	NA	Eukaryota
36335	CMS001_water2_S24	scorpions	0	NA	species	NA	Eukaryota
36336	CMS001_water2_S24	bugs	0	NA	species	NA	Eukaryota
36337	CMS001_water2_S24	fleas	0	NA	species	NA	Eukaryota
36338	CMS001_water2_S24	wasps &c.	0	NA	subspecies	NA	Eukaryota
36339	CMS001_water2_S24	scale insects	0	NA	species	NA	Eukaryota
36340	CMS001_water2_S24	hymenopterans	0	NA	species	NA	Eukaryota
36341	CMS001_water2_S24	termites	0	NA	species	NA	Eukaryota
36342	CMS001_water2_S24	basidiomycetes	1	NA	genus	NA	Eukaryota
36343	CMS001_water2_S24	springtails	0	NA	subfamily	NA	Eukaryota
36344	CMS001_water2_S24	insects	0	NA	cohort	NA	Eukaryota
36345	CMS001_water2_S24	lice	0	NA	subspecies	NA	Eukaryota
36346	CMS001_water2_S24	amphipods	0	NA	species	NA	Eukaryota
36347	CMS001_water2_S24	booklice	0	NA	species	NA	Eukaryota
36348	CMS001_water2_S24	grasshoppers	0	NA	species	NA	Eukaryota
36349	CMS001_water2_S24	caddisflies	0	NA	species	NA	Eukaryota
36350	CMS001_water2_S24	whiteflies	0	NA	species	NA	Eukaryota
36351	CMS001_water2_S24	thrips	0	NA	species	NA	Eukaryota
36352	CMS001_water2_S24	eukaryotes	1	NA	no rank	NA	Eukaryota
36353	CMS001_water2_S24	nematodes	1	NA	species	NA	Eukaryota
36354	CMS001_water2_S24	stony corals	0	NA	species	NA	Eukaryota
36355	CMS001_water2_S24	sponges	0	NA	species	NA	Eukaryota
36356	CMS001_water2_S24	rotifers	0	NA	species	NA	Eukaryota
36357	CMS001_water2_S24	animals	1	NA	no rank	NA	Eukaryota
36358	CMS001_water2_S24	gastropods	0	NA	species	NA	Eukaryota
36359	CMS001_water2_S24	segmented worms	0	NA	species	NA	Eukaryota
36360	CMS001_water2_S24	cnidarians	0	NA	phylum	NA	Eukaryota
36361	CMS001_water2_S24	starfish	0	NA	species	NA	Eukaryota
36362	CMS001_water2_S24	red algae	0	NA	subclass	NA	Eukaryota
36363	CMS001_water2_S24	bivalves	0	NA	species	NA	Eukaryota
36364	CMS001_water2_S24	flatworms	0	NA	species	NA	Eukaryota
36365	CMS001_water2_S24	sea anemones	0	NA	species	NA	Eukaryota
36366	CMS001_water2_S24	anthozoans	0	NA	subclass	NA	Eukaryota
36367	CMS001_water2_S24	hydrozoans	0	NA	species	NA	Eukaryota
36368	CMS001_water2_S24	tardigrades	0	NA	species	NA	Eukaryota
36369	CMS001_water2_S24	sea cucumbers	0	NA	species	NA	Eukaryota
36370	CMS001_water2_S24	brachiopods	0	NA	species	NA	Eukaryota
36371	CMS001_water2_S24	cephalopods	0	NA	species	NA	Eukaryota
36372	CMS001_water2_S24	priapulids	0	NA	species	NA	Eukaryota
36373	CMS001_water2_S24	sea urchins	0	NA	species	NA	Eukaryota
36374	CMS001_water2_S24	hemichordates	0	NA	species	NA	Eukaryota
36375	CMS001_water2_S24	ctenophores	0	NA	species	NA	Eukaryota
36376	CMS001_water2_S24	myxozoans	0	NA	species	NA	Eukaryota
36377	CMS001_water2_S24	placozoans	0	NA	species	NA	Eukaryota
36378	CMS001_water2_S24	snakes	0	NA	subfamily	NA	Eukaryota
36379	CMS001_water2_S24	birds	0	NA	subfamily	NA	Eukaryota
36380	CMS001_water2_S24	frogs & toads	0	NA	species	NA	Eukaryota
36381	CMS001_water2_S24	placentals	1	NA	species	NA	Eukaryota
36382	CMS001_water2_S24	even-toed ungulates	1	NA	species	NA	Eukaryota
36383	CMS001_water2_S24	rodents	1	NA	subspecies	NA	Eukaryota
36384	CMS001_water2_S24	bony fishes	0	NA	species	NA	Eukaryota
36385	CMS001_water2_S24	vertebrates	0	NA	species	NA	Eukaryota
36386	CMS001_water2_S24	rabbits & hares	0	NA	species	NA	Eukaryota
36387	CMS001_water2_S24	carnivores	1	NA	subspecies	NA	Eukaryota
36388	CMS001_water2_S24	odd-toed ungulates	0	NA	species	NA	Eukaryota
36389	CMS001_water2_S24	crocodiles	0	NA	species	NA	Eukaryota
36390	CMS001_water2_S24	whales & dolphins	0	NA	subspecies	NA	Eukaryota
36391	CMS001_water2_S24	lancelets	0	NA	species	NA	Eukaryota
36392	CMS001_water2_S24	bats	0	NA	species	NA	Eukaryota
36393	CMS001_water2_S24	primates	1	NA	species	NA	Eukaryota
36394	CMS001_water2_S24	lizards	0	NA	species	NA	Eukaryota
36395	CMS001_water2_S24	turtles	0	NA	species	NA	Eukaryota
36396	CMS001_water2_S24	coelacanths	0	NA	species	NA	Eukaryota
36397	CMS001_water2_S24	chimaeras	0	NA	species	NA	Eukaryota
36398	CMS001_water2_S24	insectivores	0	NA	species	NA	Eukaryota
36399	CMS001_water2_S24	marsupials	0	NA	species	NA	Eukaryota
36400	CMS001_water2_S24	caecilians	0	NA	species	NA	Eukaryota
36401	CMS001_water2_S24	tunicates	0	NA	species	NA	Eukaryota
36402	CMS001_water2_S24	monotremes	0	NA	species	NA	Eukaryota
36403	CMS001_water2_S24	mammals	0	NA	no rank	NA	Eukaryota
36404	CMS001_water2_S24	sharks and rays	0	NA	species	NA	Eukaryota
36405	CMS001_water2_S24	eudicots	3	NA	no rank	NA	Eukaryota
36406	CMS001_water2_S24	seed plants	0	NA	no rank	NA	Eukaryota
36407	CMS001_water2_S24	monocots	2	NA	species	NA	Eukaryota
36408	CMS001_water2_S24	flowering plants	0	NA	species	NA	Eukaryota
36409	CMS001_water2_S24	green algae	0	NA	species	NA	Eukaryota
36410	CMS001_water2_S24	green plants	0	NA	species	NA	Eukaryota
36411	CMS001_water2_S24	liverworts	0	NA	species	NA	Eukaryota
36412	CMS001_water2_S24	land plants	0	NA	no rank	NA	Eukaryota
36413	CMS001_water2_S24	club-mosses	0	NA	species	NA	Eukaryota
36414	CMS001_water2_S24	fungi	1	NA	species	NA	Eukaryota
36415	CMS001_water2_S24	microsporidians	0	NA	genus	NA	Eukaryota
36416	CMS001_water2_S24	chytrids	0	NA	species	NA	Eukaryota
36417	CMS001_water2_S24	blastocladiomycetes	0	NA	order	NA	Eukaryota
36418	CMS001_water2_S24	glomeromycetes	0	NA	species	NA	Eukaryota
36419	CMS001_water2_S24	oomycetes	0	NA	genus	NA	Eukaryota
36420	CMS001_water2_S24	kinetoplastids	1	NA	species	NA	Eukaryota
36421	CMS001_water2_S24	apicomplexans	0	NA	genus	NA	Eukaryota
36422	CMS001_water2_S24	golden algae	0	NA	species	NA	Eukaryota
36423	CMS001_water2_S24	ciliates	0	NA	no rank	NA	Eukaryota
36424	CMS001_water2_S24	brown algae	0	NA	species	NA	Eukaryota
36425	CMS001_water2_S24	haptophytes	0	NA	no rank	NA	Eukaryota
36426	CMS001_water2_S24	euglenoids	0	NA	species	NA	Eukaryota
36427	CMS001_water2_S24	plasmodial slime molds	0	NA	species	NA	Eukaryota
36428	CMS001_water2_S24	dinoflagellates	0	NA	species	NA	Eukaryota
36429	CMS001_water2_S24	choanoflagellates	0	NA	no rank	NA	Eukaryota
36430	CMS001_water2_S24	diatoms	0	NA	species	NA	Eukaryota
36431	CMS001_water2_S24	forams	0	NA	species	NA	Eukaryota
36432	CMS001_water2_S24	cryptomonads	0	NA	species	NA	Eukaryota
36433	CMS001_water2_S24	trichomonads	0	NA	species	NA	Eukaryota
36434	CMS001_water2_S24	NA	0	NA	no rank	NA	Eukaryota
36435	CMS001_water3_Qiagen_S26	flies	10	NA	no rank	NA	Eukaryota
36436	CMS001_water3_Qiagen_S26	ascomycetes	11	NA	infraorder	NA	Eukaryota
36437	CMS001_water3_Qiagen_S26	mosquitos	23	NA	genus	NA	Eukaryota
36438	CMS001_water3_Qiagen_S26	bees	0	NA	species	NA	Eukaryota
36439	CMS001_water3_Qiagen_S26	roaches	0	NA	species	NA	Eukaryota
36440	CMS001_water3_Qiagen_S26	mites & ticks	1	NA	species	NA	Eukaryota
